Campus ID,Campus Name,District,County,Grade Range,Charter?,Magnet?,Enrollment,% African American,% Asian,% Hispanic,% White,% Eco Dis,Mobility Rate,% Meets Grade Level - English I + II,% Meets Grade Level - Algebra I,Growth Score,SAT/ACT Participation Rate,Average SAT Total Score,Average ACT Total Score,AP/IB Participation Rate,AP/IB Pass Rate,Graduation Rate,Student Achievement Grade,Campus Performance Grade,Growth Grade,College Readiness Grade,C@R Grade,State Rank
15910014,JOHNSON H S,NORTH EAST ISD,BEXAR COUNTY,9-12,N,NO,3070,5.5,7.0,42.3,40.0,15.6,9.4,78.1,76.7,57.8,84.9,1555,23.5,43.3,74.2,88%,A,A,A,A,A,97
15828003,HARMONY SCIENCE ACADEMY - LAREDO,HARMONY SCIENCE ACAD (SAN ANTONIO),WEBB COUNTY,6-12,Y,NO,741,0.7,0.8,95.7,2.4,70.9,5.8,57.8,86.1,54.6,94.6,1312,17.0,25.7,41.4,93%,A,A,B,B,A,98
43905006,LIBERTY H S,FRISCO ISD,COLLIN COUNTY,9-12,N,NO,2060,12.0,30.0,10.8,44.5,8.3,5.8,84.0,72.4,56.0,92.2,1697,26.1,47.4,83.0,92%,A,A,A,A,A,99
227901013,BOWIE H S,AUSTIN ISD,TRAVIS COUNTY,9-12,N,NO,2883,3.6,5.4,34.7,51.5,11.9,6.8,81.4,73.8,58.7,86.3,1589,24.4,37.0,85.0,88%,A,A,A,A,A,100
43919001,LOVEJOY H S,LOVEJOY ISD,COLLIN COUNTY,9-12,N,NO,1431,2.2,5.7,8.1,79.9,2.2,3.8,89.3,70.9,51.6,94.9,1666,25.6,67.7,71.2,93%,A,A,C,A,A,101
198906001,MUMFORD H S,MUMFORD ISD,BRAZOS COUNTY,7-12,N,NO,235,8.1,2.1,57.9,30.6,70.2,6.8,83.3,59.0,59.0,40.9,1345,19.4,4.7,0.0,100%,A,A,A,C,A,102
101846001,HARMONY SCIENCE ACADEMY-HOUSTON,HARMONY SCIENCE ACADEMY,HARRIS COUNTY,9-12,Y,NO,598,21.6,15.7,50.3,10.7,67.6,4.9,59.8,75.3,57.2,95.9,1398,22.2,26.1,73.0,91%,A,A,A,A,A,103
25909001,EARLY H S,EARLY ISD,BROWN COUNTY,9-12,N,NO,372,0.8,1.9,19.1,75.5,41.4,9.3,62.5,79.2,57.1,78.2,1541,21.4,11.8,73.7,92%,A,A,A,A,A,104
153905001,NEW HOME SCHOOL,NEW HOME ISD,LYNN COUNTY,EE-12,N,NO,422,0.5,0.0,27.7,70.9,24.6,5.6,67.5,87.0,53.0,40.0,1840,21.6,0.0,0.0,100%,A,A,B,B,A,105
57910010,JOHN A DUBISKI CAREER H S,GRAND PRAIRIE ISD,DALLAS COUNTY,9-12,N,NO,1668,8.5,5.7,75.7,8.9,69.6,2.4,65.1,70.7,56.4,99.1,1269,19.4,54.0,14.2,95%,A,A,A,B,A,106
46902007,MEMORIAL EARLY COLLEGE H S WITH ST PHILIP'S,COMAL ISD,GUADALUPE COUNTY,9-12,N,NO,293,2.0,0.7,37.2,54.9,21.8,6.7,91.9,65.2,51.4,95.9,1494,22.0,14.9,26.7,84%,A,A,C,B,A,107
221801051,ISCHOOL HIGH AT UNIVERSITY PARK,TEXAS COLLEGE PREPARATORY ACADEMIES,HARRIS COUNTY,PK-12,Y,NO,299,9.4,8.0,38.8,39.1,13.7,17.5,88.7,84.0,53.0,80.0,1462,21.5,0.0,0.0,63%,A,A,B,F,A,108
234905001,MARTINS MILL H S,MARTINS MILL ISD,VAN ZANDT COUNTY,7-12,N,NO,226,3.1,0.4,16.8,79.2,34.1,7.7,76.1,66.7,52.1,76.9,1435,22.1,2.7,100.0,98%,A,A,B,A,A,109
101858005,HARMONY SCHOOL OF DISCOVERY - HOUSTON,HARMONY SCHOOL OF EXCELLENCE,HARRIS COUNTY,6-12,Y,NO,696,22.6,15.4,45.7,14.4,55.7,14.0,61.9,74.2,54.4,100.0,1477,17.7,46.7,64.3,92%,A,A,B,A,A,110
197902001,MIAMI SCHOOL,MIAMI ISD,ROBERTS COUNTY,EE-12,N,NO,195,1.0,0.0,9.2,89.2,24.1,8.5,68.3,85.7,49.7,66.7,1710,22.8,0.0,0.0,100%,A,A,D,B,A,111
113906001,KENNARD H S,KENNARD ISD,HOUSTON COUNTY,7-12,N,NO,118,14.4,0.0,7.6,72.9,60.2,19.5,55.9,89.3,56.1,69.2,1476,0.0,0.0,0.0,87%,A,A,A,F,A,112
58909001,SANDS CISD,SANDS CISD,DAWSON COUNTY,EE-12,N,NO,235,0.4,0.9,40.0,57.0,51.5,15.4,58.3,85.7,53.4,75.0,0,19.4,0.0,0.0,100%,A,A,B,C,A,113
108908004,MISSION COLLEGIATE H S,MISSION CISD,HIDALGO COUNTY,9-12,N,NO,436,0.0,0.0,99.8,0.0,92.4,3.5,75.1,63.4,52.2,100.0,1238,17.0,63.5,19.7,91%,A,A,B,B,A-,114
79907007,STEPHEN F AUSTIN H S,FORT BEND ISD,FORT BEND COUNTY,9-12,N,NA,2253,18.3,40.6,15.5,22.8,24.8,8.1,72.8,70.3,55.0,83.9,1602,24.9,43.9,80.4,91%,A,A,B,A,A-,115
57922001,COPPELL H S,COPPELL ISD,DALLAS COUNTY,9-12,N,NO,3409,5.5,36.9,14.2,39.7,9.7,5.2,80.8,68.5,53.5,98.7,1729,24.6,49.9,86.7,93%,A,A,B,A,A-,116
101913002,KINGWOOD H S,HUMBLE ISD,HARRIS COUNTY,9-12,N,NO,2654,3.1,3.9,17.1,73.7,5.5,6.5,80.0,71.5,57.1,81.7,1637,24.9,41.5,78.9,91%,A,A,A,A,A-,117
31903005,EARLY COLLEGE H S,HARLINGEN CISD,CAMERON COUNTY,9-12,N,NO,330,0.9,0.6,88.5,9.4,62.1,3.9,81.2,54.1,51.6,100.0,1478,22.1,6.9,36.4,95%,A,A,C,A,A-,118
221912001,WYLIE H S,WYLIE ISD,TAYLOR COUNTY,9-12,N,NO,1106,2.9,3.2,13.9,76.1,11.0,9.3,74.8,76.6,56.8,74.9,1539,24.5,12.4,83.1,89%,A,A,A,A,A-,119
143902001,MOULTON H S,MOULTON ISD,LAVACA COUNTY,7-12,N,NO,133,0.0,0.0,45.9,51.1,39.8,8.8,70.0,80.8,56.7,52.4,1380,21.0,6.5,0.0,80%,A,A,A,F,A-,120
221801043,FOUNDERS CLASSICAL ACADEMY,TEXAS COLLEGE PREPARATORY ACADEMIES,DENTON COUNTY,KG-12,Y,NO,911,5.4,10.4,16.9,60.8,12.5,10.3,88.5,67.1,52.2,100.0,1779,27.6,58.2,61.4,74%,A,A,B,B,A-,121
57803002,UPLIFT EDUCATION-NORTH HILLS PREP H S,UPLIFT EDUCATION,DALLAS COUNTY,9-12,Y,NO,527,5.3,50.3,23.5,16.5,19.5,6.6,87.7,46.7,59.6,100.0,1724,25.4,88.8,86.4,95%,A,A,A,A,A-,122
18908001,CRANFILLS GAP SCHOOL,CRANFILLS GAP ISD,BOSQUE COUNTY,EE-12,N,NO,136,1.5,0.0,29.4,65.4,71.3,15.0,50.0,84.6,60.1,50.0,1345,19.5,0.0,0.0,100%,A,A,A,C,A-,123
43905007,HERITAGE H S,FRISCO ISD,COLLIN COUNTY,9-12,N,NO,2075,17.9,21.2,15.6,40.9,14.4,6.8,79.1,69.0,54.7,79.4,1551,23.3,41.0,76.9,89%,A,A,B,A,A-,124
63906001,PATTON SPRINGS SCHOOL,PATTON SPRINGS ISD,DICKENS COUNTY,PK-12,N,NO,103,0.0,0.0,38.8,61.2,82.5,9.0,68.4,76.9,49.3,100.0,0,18.5,0.0,0.0,86%,A,A,D,F,A-,125
21901003,COLLEGE STATION H S,COLLEGE STATION ISD,BRAZOS COUNTY,9-12,N,NO,1857,8.8,7.9,16.9,64.0,20.5,8.5,69.7,73.7,58.9,77.6,1587,24.2,29.4,86.3,84%,A,A,A,A,A-,126
220801001,TREETOPS SCHOOL INTERNATIONAL,TREETOPS SCHOOL INTERNATIONAL,TARRANT COUNTY,PK-12,Y,NO,415,14.0,4.6,18.3,53.7,16.4,5.8,73.7,86.4,52.5,50.0,1673,0.0,0.0,0.0,90%,A,A,B,F,A-,127
101912348,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,HOUSTON ISD,HARRIS COUNTY,9-12,N,YES,475,36.2,2.7,52.6,7.8,67.8,2.8,81.6,52.2,47.5,100.0,1414,19.8,84.2,11.7,95%,A,A,F,A,A-,128
84911001,FRIENDSWOOD H S,FRIENDSWOOD ISD,GALVESTON COUNTY,9-12,N,NO,2121,2.2,7.2,14.3,74.1,6.8,3.5,74.9,73.1,56.6,82.5,1623,25.0,33.7,86.7,92%,A,A,A,A,A-,129
100905001,HARDIN-JEFFERSON H S,HARDIN-JEFFERSON ISD,HARDIN COUNTY,9-12,N,NO,653,9.5,0.6,7.7,80.6,30.2,9.9,64.3,81.8,57.2,76.8,1436,22.5,13.1,46.2,79%,A,A,A,C,A-,130
227901009,ANDERSON H S,AUSTIN ISD,TRAVIS COUNTY,9-12,N,NO,2212,5.5,8.1,32.1,50.3,22.6,9.9,67.9,69.7,61.0,82.3,1653,25.4,45.2,78.8,87%,A,A,A,A,A-,131
178908001,PORT ARANSAS H S,PORT ARANSAS ISD,NUECES COUNTY,9-12,N,NO,199,0.0,1.5,16.6,77.4,18.1,12.6,78.8,77.3,53.9,40.6,1485,24.8,13.8,27.3,81%,A,A,B,D,A-,132
101914002,TAYLOR H S,KATY ISD,HARRIS COUNTY,9-12,N,NO,2926,8.1,15.8,24.0,48.2,20.0,8.8,75.1,67.4,56.1,81.5,1637,25.1,35.3,78.4,88%,A,A,A,A,A-,133
107904001,CROSS ROADS H S,CROSS ROADS ISD,HENDERSON COUNTY,9-12,N,NO,172,0.6,0.0,7.6,91.9,51.2,13.6,60.4,81.8,59.5,55.8,1285,19.1,0.0,0.0,85%,A,A,A,F,A-,134
220907001,KELLER H S,KELLER ISD,TARRANT COUNTY,9-12,N,NA,2876,3.6,6.3,11.3,75.1,4.8,5.5,83.3,65.7,56.3,88.9,1608,24.2,39.5,79.0,90%,A,A,A,A,A-,135
226906001,WALL H S,WALL ISD,TOM GREEN COUNTY,9-12,N,NO,337,0.0,0.0,18.1,80.1,8.6,3.8,75.0,77.8,55.2,100.0,1635,23.2,0.0,0.0,94%,A,A,A,B,A-,136
162904001,MCMULLEN COUNTY SCHOOL,MCMULLEN COUNTY ISD,MCMULLEN COUNTY,PK-12,N,NO,265,0.4,1.9,37.0,59.6,27.2,9.8,67.6,66.7,56.2,100.0,1578,19.7,2.4,100.0,100%,A,A,A,A,A-,137
36902001,BARBERS HILL H S,BARBERS HILL ISD,CHAMBERS COUNTY,9-12,N,NO,1515,3.2,1.0,21.3,72.1,11.4,9.0,75.0,74.1,54.2,58.1,1496,22.5,27.7,69.6,91%,A,A,B,B,A-,138
83902001,LOOP SCHOOL,LOOP ISD,GAINES COUNTY,EE-12,N,NO,134,1.5,0.0,59.0,39.6,58.2,24.8,61.9,75.0,51.7,100.0,0,17.5,0.0,0.0,100%,A,A,C,C,A-,139
97903001,HICO H S,HICO ISD,HAMILTON COUNTY,6-12,N,NO,279,0.0,0.0,26.9,71.7,54.5,12.3,54.5,79.5,52.0,70.7,1510,21.9,6.5,33.3,94%,A,A,C,B,A-,140
79901009,GEORGE RANCH H S,LAMAR CISD,FORT BEND COUNTY,9-12,N,NO,2568,23.5,9.5,25.9,38.7,20.9,7.7,73.8,63.8,58.0,79.8,1513,22.8,37.2,70.3,92%,A,A,A,A,A-,141
93903001,IOLA H S,IOLA ISD,GRIMES COUNTY,7-12,N,NO,202,5.4,0.0,12.4,81.7,35.1,10.1,76.4,69.7,46.8,52.9,1486,20.8,6.1,25.0,93%,A,A,F,C,A-,142
15827001,SCHOOL OF SCIENCE AND TECHNOLOGY,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR COUNTY,6-12,Y,NA,457,8.1,5.7,58.6,23.2,46.6,9.6,74.1,57.5,52.2,100.0,1456,24.3,38.5,58.0,89%,A,A,B,A,A-,143
220916001,BELL H S,HURST-EULESS-BEDFORD ISD,TARRANT COUNTY,10-12,N,NO,2261,13.0,5.9,31.0,43.6,42.5,12.4,66.9,70.9,49.1,70.6,1477,22.4,32.8,73.2,85%,A,A,D,B,A-,144
157901001,MASON H S,MASON ISD,MASON COUNTY,9-12,N,NO,222,0.0,0.5,34.2,64.9,39.6,6.1,74.8,61.1,59.3,67.4,1461,21.3,11.9,66.7,82%,A,A,A,C,A-,145
101907011,CYPRESS WOODS H S,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,9-12,N,NO,3446,11.0,8.9,25.5,52.0,18.1,6.7,75.6,64.6,54.2,98.8,1577,20.9,34.1,79.3,91%,A,A,B,A,A-,146
123913001,SABINE PASS SCHOOL,SABINE PASS ISD,JEFFERSON COUNTY,EE-12,N,NO,379,21.9,1.3,36.4,38.8,55.7,3.7,73.7,48.9,57.1,78.9,1381,24.0,42.1,62.5,100%,A,A,A,A,A-,147
246909001,ROUND ROCK H S,ROUND ROCK ISD,WILLIAMSON COUNTY,9-12,N,NO,3199,5.2,8.2,27.2,55.9,13.0,8.6,76.4,66.2,53.4,100.0,1508,24.4,46.9,79.9,89%,A,A,B,A,A-,148
170902003,THE WOODLANDS H S,CONROE ISD,MONTGOMERY COUNTY,9-12,N,NO,4403,2.7,5.8,24.0,64.1,3.5,6.3,83.9,66.1,52.6,89.4,1656,25.2,47.6,83.0,86%,A,A,B,A,A-,149
91908001,VAN ALSTYNE H S,VAN ALSTYNE ISD,GRAYSON COUNTY,9-12,N,NO,468,2.4,0.2,10.5,82.7,24.4,6.7,74.4,71.3,50.4,79.6,1392,21.0,19.2,25.6,93%,A,A,C,B,A-,150
111903001,TOLAR H S,TOLAR ISD,HOOD COUNTY,9-12,N,NO,261,0.4,1.1,5.0,93.5,22.2,8.6,65.0,74.5,61.4,60.3,1400,20.7,4.3,20.0,99%,A,A,A,B,A-,151
200902001,MILES H S,MILES ISD,RUNNELS COUNTY,7-12,N,NO,208,1.0,1.0,36.1,62.0,25.0,5.4,49.3,94.7,49.8,85.0,1530,21.8,0.0,0.0,100%,A,A,D,B,A-,152
75901001,FLATONIA SECONDARY,FLATONIA ISD,FAYETTE COUNTY,6-12,N,NO,282,4.6,0.0,57.4,37.2,60.3,9.0,56.2,72.7,58.3,66.7,1350,20.4,21.3,21.1,95%,A,A,A,B,A-,153
43901001,ALLEN H S,ALLEN ISD,COLLIN COUNTY,10-12,N,NO,4839,12.6,13.9,14.9,53.9,12.7,6.0,79.3,66.5,49.6,74.7,1608,24.4,35.1,85.1,90%,A,A,D,A,A-,154
96905001,VALLEY SCHOOL,TURKEY-QUITAQUE ISD,HALL COUNTY,EE-12,N,NO,203,4.4,0.0,31.0,63.5,50.2,11.2,62.1,73.3,57.5,73.3,0,19.6,0.0,0.0,94%,A,A,A,D,A-,155
43907007,MCKINNEY BOYD H S,MCKINNEY ISD,COLLIN COUNTY,9-12,N,NA,2814,9.4,4.6,19.7,63.4,15.7,8.0,78.4,63.6,55.0,78.1,1607,24.5,52.0,68.8,86%,A,A,A,A,A-,156
43914001,WYLIE H S,WYLIE ISD,COLLIN COUNTY,9-12,N,NO,2301,17.4,11.8,19.1,48.6,20.9,7.6,70.4,67.8,57.3,72.8,1466,22.3,28.2,69.7,91%,A,A,A,A,A-,157
169911001,SAINT JO H S,SAINT JO ISD,MONTAGUE COUNTY,7-12,N,NO,118,0.0,0.8,19.5,76.3,50.0,8.8,63.8,80.0,47.8,42.9,1530,21.0,0.0,0.0,85%,A,A,F,F,A-,158
243902001,ELECTRA JUNIOR/SENIOR HIGH,ELECTRA ISD,WICHITA COUNTY,7-12,N,NO,163,5.5,1.2,16.6,71.2,57.7,19.8,72.9,70.4,51.6,48.3,1306,19.6,0.0,0.0,81%,A,A,C,F,A-,159
21902003,BRYAN COLLEGIATE H S,BRYAN ISD,BRAZOS COUNTY,9-12,N,NO,451,6.2,1.3,69.0,22.8,67.8,12.5,71.1,56.8,50.1,100.0,1536,22.9,10.8,28.6,94%,A,A,C,A,A-,160
246913005,VANDEGRIFT H S,LEANDER ISD,TRAVIS COUNTY,9-12,N,NO,2463,2.5,9.6,15.5,68.5,6.1,5.8,85.5,59.7,52.6,93.6,1690,25.4,56.5,88.0,87%,A,A,B,A,A-,161
109912001,AQUILLA SCHOOL,AQUILLA ISD,HILL COUNTY,EE-12,N,NO,279,2.2,0.0,15.8,79.9,49.8,14.2,60.0,76.2,54.4,59.1,1378,21.4,0.0,0.0,92%,A,A,B,D,A-,162
220916002,TRINITY H S,HURST-EULESS-BEDFORD ISD,TARRANT COUNTY,10-12,N,NO,2574,21.4,9.9,29.2,31.3,48.0,14.8,63.2,72.6,47.6,70.9,1442,21.8,31.6,72.2,85%,A,A,F,B,A-,163
43914003,WYLIE EAST H S,WYLIE ISD,DALLAS COUNTY,9-12,N,NO,1825,12.8,4.0,25.0,55.2,28.3,9.5,66.5,72.0,56.3,62.9,1459,21.5,26.1,53.3,87%,A,A,A,B,A-,164
161901001,CRAWFORD H S,CRAWFORD ISD,MCLENNAN COUNTY,7-12,N,NO,255,0.8,0.8,3.9,92.9,20.8,8.4,81.7,67.4,47.5,72.5,1490,21.3,0.0,0.0,95%,A,A,F,B,A-,165
101858004,HARMONY SCHOOL OF ADVANCEMENT-HOUSTON,HARMONY SCHOOL OF EXCELLENCE,HARRIS COUNTY,9-12,Y,NO,596,16.8,19.3,49.8,11.7,53.2,4.4,63.9,60.3,55.7,100.0,1535,23.5,50.7,60.7,87%,A,A,A,A,A-,166
227913001,LAKE TRAVIS H S,LAKE TRAVIS ISD,TRAVIS COUNTY,9-12,N,NO,2820,1.5,5.6,19.7,69.0,8.8,7.6,80.0,65.0,53.3,90.8,1647,24.6,43.8,76.2,86%,A,A,B,A,A-,167
25906001,ZEPHYR SCHOOL,ZEPHYR ISD,BROWN COUNTY,PK-12,N,NO,219,0.5,0.0,11.9,83.1,65.3,14.0,69.7,63.6,55.5,52.6,0,20.1,0.0,0.0,94%,A,A,A,D,A-,168
227816002,HARMONY SCIENCE ACADEMY-PFLUGERVILLE,HARMONY SCIENCE ACADEMY (AUSTIN),TRAVIS COUNTY,6-12,Y,NO,881,9.8,16.7,54.1,15.3,54.0,11.6,53.9,69.0,57.4,100.0,1470,21.8,39.9,70.9,89%,A,A,A,A,A-,169
227901005,MCCALLUM H S,AUSTIN ISD,TRAVIS COUNTY,9-12,N,NO,1747,10.5,2.3,35.8,47.3,26.7,9.2,69.5,65.3,58.0,74.8,1608,22.8,36.9,80.8,83%,A,A,A,B,A-,170
40902001,WHITEFACE SCHOOL,WHITEFACE CISD,COCHRAN COUNTY,EE-12,N,NO,163,1.2,0.0,54.0,44.2,56.4,9.9,58.1,66.7,51.4,81.3,1601,22.5,30.4,35.7,100%,A,A,C,A,A-,171
71905002,EASTWOOD H S,YSLETA ISD,EL PASO COUNTY,9-12,N,NO,2226,1.5,0.3,90.3,7.5,56.7,9.1,64.3,65.0,54.7,100.0,1369,17.4,26.1,42.9,89%,A,A,B,B,A,172
31916004,SOUTH TEXAS H S FOR HEALTH PROFESSIONS,SOUTH TEXAS ISD,HIDALGO COUNTY,9-12,N,NO,710,1.8,16.2,76.2,4.6,56.9,5.7,76.5,40.5,57.4,97.5,1514,22.7,79.9,45.3,97%,B,A,A,A,B+,173
61910001,ARGYLE H S,ARGYLE ISD,DENTON COUNTY,9-12,N,NO,800,0.6,1.3,9.4,85.9,5.5,4.8,82.5,61.1,57.4,95.8,1592,24.0,12.6,78.3,90%,A,A,A,A,B+,174
209901001,ALBANY JR-SR H S,ALBANY ISD,SHACKELFORD COUNTY,7-12,N,NO,226,1.3,0.0,19.5,75.7,32.7,10.5,62.7,71.4,52.0,68.6,1474,24.3,11.6,37.5,100%,A,A,C,A,B+,175
31916003,SOUTH TEXAS ACADEMY FOR MEDICAL PROFESSIONS,SOUTH TEXAS ISD,CAMERON COUNTY,9-12,N,YES,754,0.3,1.9,94.4,2.9,74.4,15.9,56.2,64.3,55.5,94.2,1378,19.9,88.2,34.9,92%,A,A,A,A,B+,176
129902001,FORNEY H S,FORNEY ISD,KAUFMAN COUNTY,9-12,N,NO,1418,8.0,1.3,23.4,64.7,17.6,8.1,68.8,70.1,60.2,63.3,1443,21.2,24.1,55.8,90%,A,A,A,B,B+,177
87901001,GARDEN CITY H S,GLASSCOCK COUNTY ISD,GLASSCOCK COUNTY,6-12,N,NO,151,0.0,0.7,50.3,49.0,36.4,6.0,67.3,65.4,57.7,63.0,1605,19.6,2.1,0.0,100%,A,A,A,B,B+,178
101845003,YES PREP - EAST END,YES PREP PUBLIC SCHOOLS INC,HARRIS COUNTY,6-12,Y,NO,930,0.5,0.0,98.0,0.8,82.0,6.2,61.2,61.3,50.2,100.0,1310,18.2,75.0,34.6,98%,A,A,C,A,B+,179
226908001,VERIBEST H S,VERIBEST ISD,TOM GREEN COUNTY,7-12,N,NO,119,0.8,1.7,37.8,57.1,44.5,11.7,56.3,80.0,50.4,66.7,0,20.7,0.0,0.0,100%,A,A,C,C,B+,180
101907002,CY-FAIR H S,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,9-12,N,NA,3629,12.5,9.6,31.2,43.6,30.1,8.8,67.0,65.7,54.1,98.6,1586,20.7,24.6,78.2,87%,A,A,B,A,B+,181
57919001,SUNNYVALE H S,SUNNYVALE ISD,DALLAS COUNTY,9-12,N,NO,500,9.8,22.8,13.2,51.2,12.0,4.2,82.1,59.6,57.3,89.3,1587,23.9,0.0,0.0,98%,A,A,A,B,B+,182
43907004,MCKINNEY NORTH H S,MCKINNEY ISD,COLLIN COUNTY,9-12,N,NA,2106,18.1,4.3,23.9,50.0,28.1,9.8,69.5,62.4,55.3,71.8,1549,22.7,51.9,65.0,89%,A,A,A,A,B+,183
185902001,FARWELL H S,FARWELL ISD,PARMER COUNTY,9-12,N,NO,137,0.0,0.0,54.7,45.3,53.3,9.0,63.8,70.0,58.0,71.8,0,19.4,0.0,0.0,87%,A,A,A,F,B+,184
108807006,IDEA COLLEGE PREPARATORY SAN JUAN,IDEA PUBLIC SCHOOLS,HIDALGO COUNTY,6-12,Y,NA,762,0.3,0.5,97.9,0.9,93.3,6.5,55.8,61.4,54.9,96.2,0,19.7,97.1,78.1,93%,B,A,B,A,B+,185
143903001,SHINER H S,SHINER ISD,LAVACA COUNTY,7-12,N,NO,298,8.4,0.3,14.1,76.2,26.2,8.4,71.7,67.9,52.8,100.0,1408,21.2,4.7,0.0,93%,A,A,B,B,B+,186
47903001,GUSTINE SCHOOL,GUSTINE ISD,COMANCHE COUNTY,PK-12,N,NO,161,0.0,0.0,65.2,34.2,83.2,16.6,50.0,80.0,56.4,56.3,1130,17.3,0.0,0.0,95%,A,A,A,F,B+,187
114904001,FORSAN H S,FORSAN ISD,HOWARD COUNTY,6-12,N,NO,359,1.7,2.2,23.4,70.5,27.9,11.3,69.4,71.7,54.4,66.7,1420,21.1,0.0,0.0,90%,A,A,B,D,B+,188
79907013,WILLIAM B TRAVIS H S,FORT BEND ISD,FORT BEND COUNTY,9-12,N,NO,2569,27.2,21.5,23.1,24.7,26.0,9.3,69.2,66.7,52.7,75.7,1472,22.1,28.4,71.3,87%,A,A,B,B,B+,189
84910011,CLEAR FALLS H S,CLEAR CREEK ISD,GALVESTON COUNTY,9-12,N,NO,2578,5.3,4.4,23.8,62.7,16.2,10.1,70.1,68.4,56.0,70.5,1562,23.4,29.4,73.0,86%,A,A,A,B,B+,190
98901001,GRUVER H S,GRUVER ISD,HANSFORD COUNTY,9-12,N,NO,135,0.0,0.0,52.6,47.4,46.7,8.4,64.4,56.0,60.2,72.7,1490,21.9,18.0,36.4,100%,A,A,A,A,B+,191
184907001,ALEDO H S,ALEDO ISD,PARKER COUNTY,9-12,N,NA,1236,2.0,1.1,10.9,83.3,9.7,9.9,74.0,70.6,47.2,74.9,1569,23.7,35.4,72.1,91%,A,A,F,A,B+,192
161807001,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACAD (WACO),MCLENNAN COUNTY,KG-12,Y,NA,770,7.0,1.0,75.3,16.0,72.5,7.1,60.6,60.0,50.8,100.0,1448,21.2,65.0,34.6,93%,A,A,C,A,B+,193
67902001,CISCO H S,CISCO ISD,EASTLAND COUNTY,9-12,N,NO,252,1.2,0.4,17.5,75.0,46.0,19.0,65.5,63.2,57.5,55.2,1521,22.4,0.0,0.0,94%,A,A,A,C,B+,194
84910002,CLEAR LAKE H S,CLEAR CREEK ISD,HARRIS COUNTY,9-12,N,NO,2379,7.0,16.2,26.2,45.6,23.0,11.2,67.8,61.9,57.5,77.1,1680,25.7,41.7,75.6,90%,A,A,A,A,B+,195
161923001,BOSQUEVILLE H S,BOSQUEVILLE ISD,MCLENNAN COUNTY,9-12,N,NO,172,7.0,0.0,20.9,69.8,27.3,7.6,63.3,72.7,57.2,76.8,1469,21.4,0.0,0.0,93%,A,A,A,C,B+,196
108807005,IDEA COLLEGE PREPARATORY SAN BENITO,IDEA PUBLIC SCHOOLS,CAMERON COUNTY,6-12,Y,NA,767,0.3,1.4,92.8,5.2,84.1,9.7,68.5,47.8,52.1,100.0,1624,19.6,98.0,29.9,94%,B,A,B,A,B+,197
84910009,CLEAR SPRINGS H S,CLEAR CREEK ISD,GALVESTON COUNTY,9-12,N,NO,2609,9.2,8.3,26.9,51.2,15.7,8.6,66.8,70.1,55.6,71.4,1507,22.4,27.2,67.6,89%,A,A,A,B,B+,198
101920001,MEMORIAL H S,SPRING BRANCH ISD,HARRIS COUNTY,9-12,N,NO,2631,1.8,16.1,19.1,59.7,8.7,6.0,78.5,56.7,55.1,100.0,1655,26.4,56.2,84.0,89%,A,A,A,A,B+,199
152909001,SHALLOWATER H S,SHALLOWATER ISD,LUBBOCK COUNTY,9-12,N,NO,456,0.4,0.0,32.9,64.5,31.8,13.0,59.4,69.4,54.4,73.7,1466,21.6,6.0,66.7,95%,A,A,B,A,B+,200
95901001,ABERNATHY H S,ABERNATHY ISD,HALE COUNTY,9-12,N,NO,236,0.4,0.0,51.3,46.6,39.0,11.9,61.0,71.7,55.8,49.0,1640,20.8,6.4,0.0,90%,A,A,A,D,B+,201
116901001,CADDO MILLS H S,CADDO MILLS ISD,HUNT COUNTY,9-12,N,NO,494,2.4,0.6,15.4,77.9,29.4,10.2,62.7,70.1,61.4,59.8,1464,21.7,0.0,0.0,90%,A,A,A,D,B+,202
49905001,CALLISBURG H S,CALLISBURG ISD,COOKE COUNTY,9-12,N,NO,339,0.6,0.3,11.5,85.0,33.3,12.0,59.5,72.2,56.9,67.1,1537,20.0,11.0,27.8,88%,A,A,A,C,B+,203
5904001,WINDTHORST H S,WINDTHORST ISD,ARCHER COUNTY,9-12,N,NO,154,0.0,0.0,31.2,67.5,35.7,1.8,62.3,71.4,51.3,71.7,1317,20.9,0.0,0.0,96%,A,A,C,C,B+,204
246913003,VISTA RIDGE H S,LEANDER ISD,WILLIAMSON COUNTY,9-12,N,NO,2356,5.3,9.7,24.2,56.8,16.2,8.6,73.3,59.7,55.2,81.5,1569,22.3,40.4,72.7,86%,A,A,A,A,B+,205
130901002,BOERNE - SAMUEL V CHAMPION H S,BOERNE ISD,KENDALL COUNTY,9-12,N,NO,1589,0.8,0.7,24.8,71.5,7.9,5.8,78.3,57.7,52.1,88.7,1593,24.5,50.9,73.9,91%,A,A,B,A,B+,206
23902001,SILVERTON SCHOOL,SILVERTON ISD,BRISCOE COUNTY,PK-12,N,NO,200,0.5,0.0,38.5,59.0,54.0,14.5,74.1,50.0,53.5,58.3,1337,22.0,0.0,0.0,100%,A,A,B,C,B+,207
