Campus ID,Campus Name,District,County,Grade Range,Charter?,Magnet?,Enrollment,% African American,% Asian,% Hispanic,% White,% Eco Dis,Mobility Rate,% Meets Grade Level - English I + II,% Meets Grade Level - Algebra I,Growth Score,SAT/ACT Participation Rate,Average SAT Total Score,Average ACT Total Score,AP/IB Participation Rate,AP/IB Pass Rate,Graduation Rate,Student Achievement Grade,Campus Performance Grade,Growth Grade,College Readiness Grade,C@R Grade,State Rank
178913001,BANQUETE H S,BANQUETE ISD,NUECES COUNTY,9-12,N,NO,287,0.7,0.0,83.6,15.3,68.6,7.0,43.8,36.6,51.6,87.5,1368,17.8,14.4,27.3,89%,C,C,C,C,C,699
91914001,S AND S CONS H S,S AND S CISD,GRAYSON COUNTY,9-12,N,NO,274,0.4,0.0,9.9,80.7,45.6,11.3,47.4,39.7,47.8,55.9,1446,19.9,17.2,23.8,91%,C,C,F,C,C,700
2901001,ANDREWS H S,ANDREWS ISD,ANDREWS COUNTY,9-12,N,NO,995,1.4,0.2,65.9,30.8,33.9,15.1,41.1,49.8,52.1,49.0,1417,20.7,19.8,22.4,86%,B,C,B,D,C,701
19901001,DEKALB H S,DEKALB ISD,BOWIE COUNTY,9-12,N,NO,243,17.3,0.0,9.1,70.4,57.6,12.0,51.1,32.7,46.8,64.3,0,20.2,0.9,100.0,87%,C,C,F,C,C,702
15910002,MACARTHUR H S,NORTH EAST ISD,BEXAR COUNTY,9-12,N,YES,2511,8.4,1.9,59.1,27.4,44.8,16.1,53.6,33.9,47.8,73.5,1416,20.9,28.1,50.0,81%,C,C,F,C,C,703
249903001,BRIDGEPORT H S,BRIDGEPORT ISD,WISE COUNTY,9-12,N,NO,644,1.4,0.2,47.8,48.1,54.8,13.1,46.7,38.5,47.1,55.6,1401,20.3,10.9,71.9,84%,C,C,F,C,C,704
77901001,FLOYDADA H S,FLOYDADA ISD,FLOYD COUNTY,9-12,N,NO,205,5.4,0.0,72.2,22.4,68.8,16.2,33.0,56.7,52.2,54.2,0,18.4,1.0,0.0,79%,C,B,B,F,C,705
25905001,MAY H S,MAY ISD,BROWN COUNTY,7-12,N,NO,145,0.7,0.0,17.2,80.7,61.4,14.8,51.9,31.3,45.9,56.5,1790,18.7,0.0,0.0,100%,C,C,F,B,C,706
223904001,WELLMAN-UNION SCHOOL,WELLMAN-UNION CISD,TERRY COUNTY,EE-12,N,NO,279,0.4,0.0,47.3,52.3,66.3,9.5,47.2,36.4,48.6,80.0,0,20.7,0.0,0.0,94%,C,C,D,D,C,707
46901001,NEW BRAUNFELS H S,NEW BRAUNFELS ISD,COMAL COUNTY,9-12,N,NO,1737,2.9,0.9,40.7,53.4,25.9,16.1,64.4,18.3,58.7,73.0,1514,22.7,26.5,62.7,88%,C,F,A,B,C,708
101913014,SUMMER CREEK H S,HUMBLE ISD,HARRIS COUNTY,9-12,N,NO,2338,40.8,2.4,41.0,13.6,43.5,12.3,39.6,45.7,52.4,63.6,1339,20.5,22.7,45.6,84%,C,C,B,C,C,709
71909004,AMERICAS H S,SOCORRO ISD,EL PASO COUNTY,9-12,N,NO,2404,1.7,0.4,94.7,2.7,59.2,11.3,44.3,39.9,46.7,100.0,1198,18.5,15.9,54.1,84%,C,C,F,C,C,710
248902001,WINK H S,WINK-LOVING ISD,WINKLER COUNTY,7-12,N,NO,161,2.5,0.0,39.1,54.7,32.3,14.0,46.8,46.7,45.5,41.7,0,21.5,6.5,33.3,96%,B,C,F,C,C,711
92903001,LONGVIEW H S,LONGVIEW ISD,GREGG COUNTY,9-12,N,NO,2139,37.2,1.5,36.1,21.9,58.9,11.7,48.4,34.2,46.1,85.5,1458,18.2,31.8,31.7,88%,C,C,F,B,C,712
170902001,CONROE H S,CONROE ISD,MONTGOMERY COUNTY,9-12,N,NO,3783,10.4,1.8,54.0,31.3,58.2,14.7,42.9,44.4,48.1,61.3,1362,19.6,32.9,27.5,78%,C,B,D,F,C,713
115902001,SIERRA BLANCA SCHOOL,SIERRA BLANCA ISD,HUDSPETH COUNTY,PK-12,N,NO,123,1.6,1.6,67.5,28.5,68.3,23.7,43.5,33.3,53.8,100.0,0,17.6,4.3,0.0,100%,C,C,B,C,C,714
184903001,WEATHERFORD H S,WEATHERFORD ISD,PARKER COUNTY,9-12,N,NO,2316,3.1,0.9,22.9,69.9,33.7,12.6,51.0,40.2,51.6,54.7,1427,20.9,23.0,65.2,75%,B,C,C,D,C,715
230901001,BIG SANDY H S,BIG SANDY ISD,UPSHUR COUNTY,9-12,N,NO,225,13.3,0.0,11.1,68.9,47.6,19.8,49.6,36.5,46.7,47.6,1346,19.5,2.2,100.0,85%,C,C,F,C,C,716
198901001,BREMOND H S,BREMOND ISD,ROBERTSON COUNTY,9-12,N,NO,135,11.1,0.7,17.8,68.1,44.4,12.7,42.3,42.4,52.1,85.0,1312,18.9,0.0,0.0,95%,C,C,B,C,C,717
57912003,MACARTHUR H S,IRVING ISD,DALLAS COUNTY,9-12,N,NO,2813,23.7,5.1,56.2,11.8,60.8,17.4,38.1,43.8,52.2,100.0,1256,16.7,34.0,48.3,78%,C,C,B,D,C,718
191901002,RANDALL H S,CANYON ISD,RANDALL COUNTY,9-12,N,NO,1679,3.5,1.1,24.7,69.4,23.4,15.7,54.2,39.8,47.8,55.8,1406,21.3,12.2,55.6,89%,B,D,F,B,C,719
161918001,AXTELL H S,AXTELL ISD,MCLENNAN COUNTY,9-12,N,NO,202,1.0,1.0,16.3,80.2,52.0,11.5,50.9,37.3,38.7,61.5,1381,19.4,16.5,27.8,97%,C,C,F,B,C,720
108906001,MCALLEN H S,MCALLEN ISD,HIDALGO COUNTY,9-12,N,NO,2309,0.4,1.1,92.7,5.2,65.5,15.5,43.8,38.7,49.6,68.5,1363,19.4,36.7,42.7,80%,C,C,D,D,C,721
174911001,DOUGLASS SCHOOL,DOUGLASS ISD,NACOGDOCHES COUNTY,EE-12,N,NO,466,5.6,0.9,15.2,73.0,39.5,8.8,54.3,36.0,48.0,66.7,1419,20.4,0.0,0.0,90%,B,C,D,D,C,722
57909009,ROWLETT H S,GARLAND ISD,DALLAS COUNTY,9-12,N,NO,2697,21.4,4.7,35.7,35.7,41.2,10.7,48.3,35.7,50.3,53.9,1406,20.2,33.5,44.3,90%,C,C,C,B,C,723
138902001,KNOX CITY H S,KNOX CITY-O'BRIEN CISD,KNOX COUNTY,9-12,N,NO,92,7.6,0.0,46.7,43.5,66.3,8.2,43.6,40.0,53.6,50.0,0,19.2,0.0,0.0,89%,C,C,B,F,C,724
37907002,RUSK H S,RUSK ISD,CHEROKEE COUNTY,9-12,N,NA,622,15.3,0.2,15.4,65.8,52.1,12.4,47.7,43.9,47.3,34.7,1479,22.1,0.0,0.0,80%,B,B,F,F,C,725
20902001,ANGLETON H S,ANGLETON ISD,BRAZORIA COUNTY,9-12,N,NO,1946,10.6,0.5,46.8,39.1,54.1,14.6,45.0,41.7,49.3,46.6,1357,19.7,23.8,25.6,82%,C,C,D,F,C,726
66902001,SAN DIEGO H S,SAN DIEGO ISD,DUVAL COUNTY,9-12,N,NO,369,0.0,0.3,98.9,0.8,74.8,24.4,26.8,56.1,52.5,50.7,1257,17.2,6.3,63.6,80%,C,C,B,F,C,727
163901001,DEVINE H S,DEVINE ISD,MEDINA COUNTY,9-12,N,NO,564,0.5,0.0,58.2,39.5,46.8,10.7,42.1,44.2,52.2,47.2,1355,18.4,3.9,20.0,89%,C,C,B,F,C,728
243905002,RIDER H S,WICHITA FALLS ISD,WICHITA COUNTY,9-12,N,NO,1504,6.8,5.1,23.5,59.2,31.8,13.8,51.5,36.6,46.2,59.0,1497,21.8,27.4,63.7,88%,C,D,F,B,C,729
150901001,LLANO H S,LLANO ISD,LLANO COUNTY,9-12,N,NO,538,0.7,0.9,21.2,74.3,55.9,13.6,50.5,35.5,50.3,49.5,1443,19.4,23.0,26.5,78%,C,C,C,F,C,730
246909008,CEDAR RIDGE H S,ROUND ROCK ISD,WILLIAMSON COUNTY,9-12,N,NO,2721,14.1,5.8,37.2,37.6,26.2,11.3,57.1,32.1,45.0,100.0,1407,22.3,35.1,68.6,85%,C,D,F,B,C,731
107901001,ATHENS H S,ATHENS ISD,HENDERSON COUNTY,9-12,N,NO,917,12.2,0.8,44.6,38.5,67.8,12.7,40.6,43.1,46.2,68.2,1528,18.2,36.2,14.4,83%,C,C,F,D,C,732
161912001,RIESEL SCHOOL,RIESEL ISD,MCLENNAN COUNTY,7-12,N,NO,315,3.2,0.3,19.7,75.9,40.0,13.1,47.5,44.8,45.2,54.2,1357,20.0,2.4,0.0,90%,B,C,F,F,C,733
14910001,TROY H S,TROY ISD,BELL COUNTY,9-12,N,NO,442,1.1,0.7,25.8,71.0,41.0,10.5,60.6,24.0,46.4,71.4,1383,19.9,12.8,50.0,93%,C,C,F,B,C,734
112908001,COMO-PICKTON SCHOOL,COMO-PICKTON CISD,HOPKINS COUNTY,EE-12,N,NO,759,1.8,0.5,43.3,51.4,71.7,10.4,50.8,34.5,48.8,58.5,1420,17.1,0.0,0.0,86%,C,B,D,F,C,735
111901001,GRANBURY H S,GRANBURY ISD,HOOD COUNTY,9-12,N,NO,1921,0.7,0.8,22.4,73.1,38.4,14.1,44.3,43.4,49.3,59.1,1498,22.4,17.7,38.4,81%,C,C,D,C,C,736
57916005,BERKNER H S,RICHARDSON ISD,DALLAS COUNTY,9-12,N,NO,2548,28.1,14.1,34.3,20.4,52.2,15.8,45.8,34.6,50.2,96.1,1439,18.2,30.8,51.9,82%,C,C,C,C,C,737
25908001,BROOKESMITH SCHOOL,BROOKESMITH ISD,BROWN COUNTY,EE-12,N,NO,143,0.0,0.0,19.6,79.7,49.0,26.3,50.0,38.5,46.6,36.4,0,16.0,0.0,0.0,100%,C,C,F,F,C,738
220908004,MANSFIELD TIMBERVIEW H S,MANSFIELD ISD,TARRANT COUNTY,9-12,N,NO,1778,46.9,10.1,25.1,13.4,47.7,11.6,51.6,34.1,47.8,80.5,1343,18.8,25.8,23.2,84%,C,C,F,D,C,739
34906001,MCLEOD H S,MCLEOD ISD,CASS COUNTY,9-12,N,NO,119,0.0,0.8,1.7,96.6,51.3,9.4,32.4,65.5,48.0,52.4,0,20.9,0.0,0.0,65%,B,B,D,F,C,740
109907001,ITASCA H S,ITASCA ISD,HILL COUNTY,9-12,N,NA,200,8.0,1.5,40.5,47.5,58.0,20.3,47.5,35.1,53.8,53.1,1338,18.7,0.0,0.0,89%,C,C,B,F,C,741
9901001,MULESHOE H S,MULESHOE ISD,BAILEY COUNTY,9-12,N,NO,354,0.0,0.6,85.3,14.1,70.1,11.0,28.0,54.3,47.6,89.0,1485,17.5,0.0,0.0,88%,C,C,F,D,C,742
38901001,CHILDRESS H S,CHILDRESS ISD,CHILDRESS COUNTY,9-12,N,NO,336,3.9,0.6,39.6,53.0,47.3,13.4,52.2,39.2,45.9,53.0,0,21.3,0.0,0.0,86%,B,B,F,F,C,743
84901001,DICKINSON H S,DICKINSON ISD,GALVESTON COUNTY,9-12,N,NO,2903,19.5,2.9,45.8,29.4,55.5,14.7,39.8,43.5,50.9,53.0,1339,19.2,16.0,41.3,83%,C,C,C,F,C,744
3904001,HUNTINGTON H S,HUNTINGTON ISD,ANGELINA COUNTY,9-12,N,NO,552,1.3,0.2,7.8,87.0,43.8,14.6,45.5,46.4,44.1,49.6,1374,19.7,0.0,0.0,89%,B,C,F,F,C,745
154901001,MADISONVILLE H S,MADISONVILLE CISD,MADISON COUNTY,9-12,N,NO,637,19.5,0.6,34.2,44.1,61.1,12.4,44.0,41.3,49.1,60.4,1295,17.8,0.0,0.0,88%,C,C,D,F,C,746
37909001,WELLS H S,WELLS ISD,CHEROKEE COUNTY,7-12,N,NO,105,7.6,0.0,9.5,75.2,56.2,23.2,46.0,38.9,48.0,77.8,1304,0.0,0.0,0.0,92%,C,C,F,F,C,747
47905001,SIDNEY SCHOOL,SIDNEY ISD,COMANCHE COUNTY,EE-12,N,NO,140,0.0,0.0,25.0,74.3,60.0,12.4,33.3,45.5,62.9,60.0,1193,0.0,0.0,0.0,85%,C,C,A,F,C,748
229906001,CHESTER H S,CHESTER ISD,TYLER COUNTY,6-12,N,NO,95,6.3,0.0,4.2,86.3,48.4,2.0,48.3,35.7,49.5,90.9,1183,17.3,0.0,0.0,94%,C,C,D,D,C,749
205902001,GREGORY-PORTLAND H S,GREGORY-PORTLAND ISD,SAN PATRICIO COUNTY,9-12,N,NO,1397,1.9,1.1,55.0,39.8,32.5,13.6,47.9,41.2,49.1,65.0,1448,20.7,13.3,40.5,84%,C,C,D,C,C,750
185903001,FRIONA H S,FRIONA ISD,PARMER COUNTY,9-12,N,NO,323,0.0,0.0,87.6,11.8,60.4,10.9,37.1,41.8,56.8,55.6,0,19.6,12.3,26.3,85%,C,C,A,F,C,751
101911015,GOOSE CREEK MEMORIAL,GOOSE CREEK CISD,HARRIS COUNTY,9-12,N,NO,2159,19.4,3.6,50.6,24.3,47.8,16.7,39.1,43.0,50.3,82.1,1268,18.5,22.3,35.7,87%,C,C,C,C,C,752
19903001,MAUD SCHOOL,MAUD ISD,BOWIE COUNTY,EE-12,N,NO,476,8.6,0.0,4.0,82.6,55.0,12.5,46.6,43.9,44.5,59.0,0,20.2,0.0,0.0,85%,B,B,F,F,C,753
152908001,ROOSEVELT H S,ROOSEVELT ISD,LUBBOCK COUNTY,9-12,N,NO,293,2.7,0.0,53.9,41.3,67.9,17.8,42.0,41.3,46.2,54.7,1299,18.5,2.2,66.7,83%,C,C,F,D,C,754
175905001,FROST H S,FROST ISD,NAVARRO COUNTY,6-12,N,NO,228,0.4,0.0,32.0,63.6,52.2,18.5,40.8,44.4,52.5,62.1,1440,18.4,0.0,0.0,83%,C,C,B,F,C,755
174906001,WODEN H S,WODEN ISD,NACOGDOCHES COUNTY,9-12,N,NO,233,1.3,0.4,18.5,79.4,50.2,8.3,66.9,22.5,37.4,52.7,1483,20.3,0.0,0.0,97%,C,C,F,C,C,756
158905001,PALACIOS H S,PALACIOS ISD,MATAGORDA COUNTY,9-12,N,NO,442,3.2,10.4,62.0,22.4,58.6,9.3,47.9,33.0,49.2,55.4,1422,20.4,16.1,37.1,85%,C,C,D,C,C,757
53001001,OZONA H S,CROCKETT COUNTY CONSOLIDATED CSD,CROCKETT COUNTY,9-12,N,NO,210,0.5,0.0,75.2,23.8,49.5,9.3,38.6,44.9,54.6,56.5,1390,19.2,24.1,11.5,80%,C,C,B,F,C,758
61902002,MARCUS H S,LEWISVILLE ISD,DENTON COUNTY,9-12,N,NO,2513,4.5,6.5,12.8,71.9,6.3,8.2,69.9,22.2,47.2,88.0,1648,24.7,35.1,87.2,92%,B,F,F,A,C,759
71906001,ANTHONY H S,ANTHONY ISD,EL PASO COUNTY,9-12,N,NO,235,1.3,0.0,93.6,5.1,99.6,12.4,43.7,38.8,54.4,91.4,1225,17.0,9.6,0.0,79%,C,C,B,F,C,760
108906002,MEMORIAL H S,MCALLEN ISD,HIDALGO COUNTY,9-12,N,NO,2236,0.4,1.3,93.3,4.8,66.5,13.8,42.3,37.6,46.8,76.1,1428,19.7,45.4,51.3,78%,C,C,F,C,C,761
71909008,EASTLAKE H S,SOCORRO ISD,EL PASO COUNTY,9-12,N,NO,2079,1.9,0.3,94.9,2.3,67.6,11.3,44.2,38.5,43.7,96.3,1153,19.4,29.2,19.8,85%,C,C,F,C,C,762
86901001,FREDERICKSBURG H S,FREDERICKSBURG ISD,GILLESPIE COUNTY,9-12,N,NO,971,0.1,0.6,38.7,59.9,35.8,8.8,43.4,39.2,50.1,66.0,1457,22.2,23.1,58.7,87%,C,D,C,B,C,763
179901001,PERRYTON H S,PERRYTON ISD,OCHILTREE COUNTY,9-12,N,NO,610,0.2,0.7,71.5,26.7,49.5,9.7,44.0,35.1,54.5,63.9,1455,20.0,23.7,27.6,84%,C,D,B,C,C,764
4901001,ROCKPORT-FULTON H S,ARANSAS COUNTY ISD,ARANSAS COUNTY,9-12,N,NO,987,1.1,2.0,38.6,55.8,45.4,17.6,36.6,48.2,52.3,58.7,1402,20.2,16.9,54.8,74%,C,C,B,F,C,765
91909001,WHITESBORO H S,WHITESBORO ISD,GRAYSON COUNTY,9-12,N,NO,450,0.7,0.0,12.2,83.1,34.9,15.3,49.1,42.2,43.8,35.8,1656,22.2,19.8,46.2,82%,B,C,F,C,C,766
80901001,MT VERNON H S,MOUNT VERNON ISD,FRANKLIN COUNTY,9-12,N,NO,459,7.4,1.5,23.7,64.1,51.0,13.2,52.6,33.0,41.1,42.4,1558,23.4,13.7,11.1,92%,C,C,F,C,C,767
39902001,HENRIETTA H S,HENRIETTA ISD,CLAY COUNTY,9-12,N,NO,263,0.4,0.0,9.1,85.9,31.6,12.7,49.0,36.8,52.1,49.3,1530,22.5,6.3,12.5,91%,C,D,B,C,C,768
15910005,MADISON H S,NORTH EAST ISD,BEXAR COUNTY,9-12,N,YES,3395,7.5,2.1,60.6,26.7,46.0,13.5,51.2,32.4,49.4,72.9,1359,19.0,26.4,43.9,82%,C,C,D,D,C,769
71905003,PARKLAND H S,YSLETA ISD,EL PASO COUNTY,9-12,N,NO,1495,5.9,0.6,82.4,9.7,74.7,13.6,36.2,41.7,55.4,100.0,1220,15.6,31.3,12.0,79%,C,C,A,F,C,770
43917001,BLUE RIDGE H S,BLUE RIDGE ISD,COLLIN COUNTY,9-12,N,NA,202,0.0,0.0,22.3,74.3,39.6,10.9,47.9,37.7,50.7,66.7,1413,19.0,1.2,0.0,92%,C,C,C,D,C,771
108909002,PSJA MEMORIAL EARLY COLLEGE H S,PHARR-SAN JUAN-ALAMO ISD,HIDALGO COUNTY,9-12,N,NO,1871,0.2,0.1,99.3,0.5,89.8,32.5,31.7,46.7,54.2,72.7,1145,15.7,37.1,9.3,84%,C,C,B,F,C,772
101912321,ENERGIZED FOR STEM ACADEMY SOUTHEAST H S,HOUSTON ISD,HARRIS COUNTY,9-12,N,YES,138,31.9,0.7,67.4,0.0,92.8,28.1,37.8,30.8,51.0,100.0,1415,20.6,83.3,6.7,94%,D,D,C,A,C,773
20901002,MANVEL H S,ALVIN ISD,BRAZORIA COUNTY,9-12,N,NO,2057,32.2,6.6,37.5,21.1,46.3,10.8,34.1,46.5,49.9,67.0,1367,19.9,25.8,52.1,86%,C,D,D,C,C,774
61914001,LITTLE ELM H S,LITTLE ELM ISD,DENTON COUNTY,9-12,N,NO,2038,16.7,2.3,40.1,37.0,42.3,11.2,49.5,34.1,51.1,55.9,1392,19.7,21.9,58.0,81%,C,C,C,D,C,775
246904001,GEORGETOWN H S,GEORGETOWN ISD,WILLIAMSON COUNTY,9-12,N,NO,1926,3.3,0.7,27.4,65.4,24.7,11.1,54.8,26.2,48.3,71.1,1539,23.2,27.7,63.0,100%,C,F,D,A,C,776
220920001,BREWER H S,WHITE SETTLEMENT ISD,TARRANT COUNTY,9-12,N,NO,1919,8.3,1.6,37.7,47.6,46.6,13.9,44.6,38.3,50.3,64.9,1364,20.0,22.6,25.1,84%,C,C,C,D,C,777
91902001,COLLINSVILLE H S,COLLINSVILLE ISD,GRAYSON COUNTY,7-12,N,NO,254,1.2,0.0,17.3,78.7,41.7,16.5,47.3,48.6,42.1,81.8,0,19.7,0.0,0.0,79%,B,B,F,F,C,778
231902001,RANKIN H S,RANKIN ISD,UPTON COUNTY,6-12,N,NO,108,0.9,0.0,48.1,49.1,54.6,55.6,52.9,31.6,45.8,100.0,0,16.5,0.0,0.0,92%,C,C,F,D,C,779
70903002,ENNIS H S,ENNIS ISD,ELLIS COUNTY,9-12,N,NO,1660,12.9,0.4,53.5,32.0,62.2,12.0,39.2,41.6,49.5,50.7,1371,19.1,18.5,38.8,83%,C,C,D,D,C,780
100908001,WEST HARDIN H S,WEST HARDIN COUNTY CISD,HARDIN COUNTY,7-12,N,NO,244,0.4,0.0,3.7,91.8,44.7,21.0,41.6,50.0,44.8,61.8,1328,19.0,0.0,0.0,84%,B,C,F,F,C,781
121906001,EVADALE H S,EVADALE ISD,JASPER COUNTY,9-12,N,NO,156,0.0,0.0,4.5,92.3,21.2,9.5,56.1,38.2,48.5,59.3,1322,20.0,0.0,0.0,95%,B,D,D,D,C,782
146902002,DAYTON H S,DAYTON ISD,LIBERTY COUNTY,9-12,N,NO,1524,9.1,0.3,39.2,49.9,54.9,14.1,38.8,46.0,51.1,46.5,1332,19.9,10.2,30.8,78%,C,C,C,F,C,783
41902001,ROBERT LEE H S,ROBERT LEE ISD,COKE COUNTY,7-12,N,NO,111,0.0,0.9,35.1,60.4,57.7,14.8,31.1,44.4,48.2,70.0,1655,21.2,0.0,0.0,100%,C,D,D,B,C,784
61901002,RYAN H S,DENTON ISD,DENTON COUNTY,9-12,N,NO,2058,16.6,2.4,38.1,41.4,51.9,13.5,41.8,40.3,47.0,56.6,1413,20.6,13.9,57.1,82%,C,C,F,C,C,785
50901001,EVANT H S,EVANT ISD,CORYELL COUNTY,7-12,N,NO,115,0.0,0.0,26.1,73.0,55.7,18.1,22.9,57.1,48.5,40.0,0,19.3,3.2,100.0,87%,C,C,D,C,C,786
116906001,LONE OAK H S,LONE OAK ISD,HUNT COUNTY,9-12,N,NO,328,2.7,1.2,8.8,83.8,38.1,20.7,49.5,31.6,49.0,69.8,1479,21.7,11.7,13.3,96%,C,D,D,B,C,787
25904001,BLANKET SCHOOL,BLANKET ISD,BROWN COUNTY,EE-12,N,NO,180,1.1,0.6,33.3,63.3,57.8,17.5,55.2,26.7,40.2,63.2,1523,20.2,0.0,0.0,100%,C,C,F,B,C,788
57914004,POTEET H S,MESQUITE ISD,DALLAS COUNTY,9-12,N,NO,1791,27.7,4.7,39.5,24.6,51.6,11.8,52.3,27.3,45.9,66.1,1376,19.9,32.1,46.8,89%,C,C,F,B,C,789
46902003,CANYON LAKE H S,COMAL ISD,COMAL COUNTY,9-12,N,NO,1012,1.0,0.6,24.1,71.5,35.2,12.8,50.3,36.6,45.6,61.1,1480,21.5,31.3,49.2,82%,C,D,F,C,C,790
25902001,BROWNWOOD H S,BROWNWOOD ISD,BROWN COUNTY,9-12,N,NO,945,3.9,0.8,40.8,49.1,59.3,21.9,46.0,36.9,45.5,63.0,1438,21.4,0.0,0.0,87%,C,C,F,D,C,791
243906001,CITY VIEW JUNIOR/SENIOR HIGH,CITY VIEW ISD,WICHITA COUNTY,7-12,N,NO,441,8.2,0.9,26.8,57.6,63.7,16.0,42.6,36.7,45.7,70.8,1343,18.8,26.1,2.8,94%,C,C,F,C,C,792
221905001,TRENT INDEPENDENT SCHOOL DISTRICT,TRENT ISD,NOLAN COUNTY,EE-12,N,NO,196,0.0,0.5,8.7,88.8,49.5,20.4,40.0,50.0,41.4,75.0,0,20.2,0.0,0.0,87%,B,B,F,F,C,793
15915003,MARSHALL H S,NORTHSIDE ISD,BEXAR COUNTY,9-12,N,NO,2602,7.6,4.1,67.2,18.3,43.0,18.5,47.9,34.7,49.5,98.3,1288,20.0,26.8,34.0,81%,C,D,D,C,C,794
123910008,WEST BROOK SR H S,BEAUMONT ISD,JEFFERSON COUNTY,9-12,N,NO,2423,44.7,6.9,20.9,23.9,53.0,14.1,45.0,33.5,49.1,75.1,1396,21.4,10.9,47.5,85%,C,C,D,C,C,795
90902001,LEFORS SCHOOL,LEFORS ISD,GRAY COUNTY,EE-12,N,NO,164,0.6,0.6,15.2,79.9,61.0,20.0,37.5,44.4,51.0,53.8,0,18.4,0.0,0.0,90%,C,C,C,F,C,796
10902001,BANDERA H S,BANDERA ISD,BANDERA COUNTY,9-12,N,NO,673,0.6,0.4,33.0,63.4,45.3,17.0,49.5,34.9,44.9,60.2,1479,22.1,12.2,53.8,81%,C,C,F,C,C,797
101910003,NORTH SHORE SENIOR HIGH,GALENA PARK ISD,HARRIS COUNTY,9-12,N,NO,4833,23.3,1.1,69.6,4.9,71.9,13.0,38.3,41.0,46.8,49.7,1325,18.6,11.0,66.8,85%,C,C,F,D,C,798
232904001,UTOPIA SCHOOL,UTOPIA ISD,UVALDE COUNTY,PK-12,N,NO,218,1.4,0.5,20.6,74.8,43.1,15.7,50.0,31.6,50.0,58.3,1434,20.8,0.0,0.0,95%,C,D,D,C,C,799
79907008,HIGHTOWER H S,FORT BEND ISD,FORT BEND COUNTY,9-12,N,NA,2096,59.2,9.2,28.7,1.5,50.0,10.9,44.5,33.3,49.7,74.9,1385,20.0,22.1,43.6,88%,C,D,D,B,C,800
177901001,ROSCOE COLLEGIATE H S,ROSCOE COLLEGIATE ISD,NOLAN COUNTY,6-12,N,NO,256,1.6,0.0,51.2,45.7,47.7,14.9,66.2,18.9,45.1,80.0,1585,17.7,0.0,0.0,88%,C,C,F,D,C,801
119902001,JACKSBORO H S,JACKSBORO ISD,JACK COUNTY,9-12,N,NO,284,1.1,0.0,27.8,67.3,49.3,11.1,42.7,38.8,44.0,62.1,1354,19.7,19.4,50.0,91%,C,C,F,B,C,802
101911002,LEE H S,GOOSE CREEK CISD,HARRIS COUNTY,9-12,N,NO,1574,12.6,0.6,74.4,11.2,75.1,21.2,33.7,47.1,54.0,67.2,1200,16.3,22.9,12.0,77%,C,C,B,F,C,803
210904002,TENAHA SCHOOLS,TENAHA ISD,SHELBY COUNTY,EE-12,N,NO,579,26.9,0.3,39.0,30.7,91.0,12.5,33.3,48.9,50.5,59.4,1246,17.1,0.0,0.0,86%,C,C,C,F,C,804
233901001,DEL RIO H S,SAN FELIPE-DEL RIO CISD,VAL VERDE COUNTY,9-12,N,NO,2929,1.1,0.4,92.5,5.7,67.7,10.8,36.1,41.9,52.2,51.9,1356,20.3,25.1,15.3,83%,C,C,B,F,C,805
61902001,LEWISVILLE H S,LEWISVILLE ISD,DENTON COUNTY,9-12,N,NO,4434,17.7,8.6,47.8,22.8,55.4,14.6,39.4,54.0,58.9,56.9,1422,20.4,20.8,53.8,29%,B,B,A,F,C,806
129901001,CRANDALL H S,CRANDALL ISD,KAUFMAN COUNTY,9-12,N,NO,998,14.0,0.5,22.6,60.4,41.7,12.4,49.1,30.8,49.4,63.6,1356,19.6,24.5,40.2,92%,C,D,D,B,C,807
108913006,WESLACO EAST H S,WESLACO ISD,HIDALGO COUNTY,9-12,N,NO,2076,0.0,0.1,98.8,0.9,76.9,20.4,29.5,47.6,52.2,69.8,1400,17.4,21.1,26.3,81%,C,C,B,F,C,808
108908002,VETERANS MEMORIAL H S,MISSION CISD,HIDALGO COUNTY,9-12,N,NO,1932,0.1,0.2,98.7,0.9,77.2,15.2,37.5,39.4,51.2,81.9,1293,17.7,25.3,25.3,83%,C,C,C,D,C,809
15910001,LEE H S,NORTH EAST ISD,BEXAR COUNTY,9-12,N,YES,2681,4.6,1.6,79.3,13.1,64.8,16.7,41.4,38.4,49.8,63.3,1368,19.6,30.8,46.6,74%,C,C,D,F,C,810
188901002,CAPROCK H S,AMARILLO ISD,RANDALL COUNTY,9-12,N,NO,1963,3.0,1.4,71.5,21.5,75.2,13.2,35.8,43.8,47.8,100.0,1145,17.1,24.5,21.7,81%,C,C,F,F,C,811
133904001,INGRAM TOM MOORE H S,INGRAM ISD,KERR COUNTY,9-12,N,NO,336,0.0,0.9,42.9,53.9,57.7,17.2,45.2,34.6,52.7,67.5,1258,18.6,11.9,28.6,81%,C,C,B,F,C,812
30906001,EULA H S,EULA ISD,CALLAHAN COUNTY,9-12,N,NO,116,0.0,0.9,13.8,80.2,44.8,8.8,57.6,25.8,45.7,81.8,0,19.8,0.0,0.0,96%,C,C,F,C,C,813
184901001,POOLVILLE H S,POOLVILLE ISD,PARKER COUNTY,9-12,N,NO,173,0.0,0.0,15.6,83.2,51.4,21.5,40.4,51.0,42.1,64.0,1307,16.2,0.0,0.0,82%,B,B,F,F,C,814
