,barName,Zip code,barRating,barlatitude,barlongitude
435,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
436,Stinson's,78756,4.0,30.3151275,-97.7417583
437,Workhorse Bar,78751,4.0,30.31771,-97.721675
438,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
439,The Little Longhorn Saloon,78756,4.5,30.329585,-97.740064
440,The Tigress Pub,78751,4.0,30.317891,-97.722182
441,SquareRüt Kava Bar,78756,4.0,30.31866,-97.73144
442,Texas Sake,78751,4.5,30.32317,-97.72758
443,Little Woodrow's ,78756,3.0,30.329127876655,-97.7395716792886
444,Vino Vino,78751,4.0,30.3069966,-97.7352997
445,Taco Flats,78756,4.0,30.330914,-97.740225
446,Guild,78756,3.5,30.3060027879118,-97.7431749925017
447,The Parlor,78751,3.5,30.30873,-97.73406
448,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
449,Gusto Italian Kitchen & Wine Bar,78756,3.5,30.3183136593457,-97.7399416283112
450,Maudie's Triangle,78751,3.0,30.31422,-97.73267
451,Dolce Vita,78751,3.5,30.30489,-97.72621
452,Mandola's Italian,78751,4.0,30.3159319310134,-97.7336796197883
453,Chili's,78756,3.0,30.31332,-97.73835
454,Hyde Park Bar & Grill Central,78751,3.5,30.30419,-97.72668
455,Night Owl,78757,4.5,30.3640100887497,-97.7284658807284
456,Lala's,78757,4.0,30.3446,-97.73649
457,The Local Post Pub,78757,3.5,30.3471009,-97.7346893
458,Yard Bar,78757,4.0,30.34303,-97.73921
459,Nosh & Bevvy,78757,4.0,30.3654772101226,-97.7288885435165
460,Cover 3,78757,4.0,30.3586849562721,-97.7350158670119
461,Growler Room,78757,4.5,30.34439,-97.73853
462,Royal Jelly,78752,4.5,30.3391,-97.71703
463,Buddy's Place,78757,4.0,30.36906,-97.72721
464,Pour House Pub,78757,3.5,30.34264,-97.738
465,Vigilante Gaming Bar,78752,4.0,30.3394025962971,-97.7183186262846
466,The Aristocrat Lounge,78757,3.0,30.3402309,-97.7385864
467,Mister Tramps Sports Pub and Café,78758,4.0,30.3614513838757,-97.7162416375759
468,Barley Swine,78757,4.5,30.3412737661652,-97.7383886364151
469,Hopdoddy Burger Bar,78757,4.0,30.357621,-97.733102
470,Jack Allen's Kitchen,78757,4.0,30.3612,-97.73943
471,Black Star Co-op Pub & Brewery,78752,4.0,30.3381716531677,-97.7188450098038
472,The Common Interest,78757,3.5,30.366182,-97.728973
473,Hi Tunes Karaoke,78757,4.5,30.3474284,-97.7149856
474,Trudy's,78757,3.5,30.3706003956709,-97.7276092788008
475,C-Hunt's Icehouse,78758,4.5,30.37925,-97.72395
476,Detour,78758,3.5,30.39442,-97.72019
477,Paris Hookah Lounge,78758,4.0,30.3794915,-97.7126344
478,The Brass Tap,78758,3.5,30.3955359,-97.7270049
479,Buddy's Place,78757,4.0,30.36906,-97.72721
480,Jack & Gingers,78758,3.5,30.4011283513491,-97.7228807096988
481,Lavaca Street Bar At Rock Rose,78758,3.0,30.4005886869507,-97.723215790346
482,The Water Trough at Lone Star Court,78758,3.5,30.3953578,-97.7262403
483,St. Genevieve,78758,3.5,30.4013526371326,-97.7228714453827
484,Punch Bowl Social Austin,78758,3.5,30.400207432783,-97.725505609787
485,Second Bar + Kitchen,78758,4.0,30.4023750200579,-97.721345834434
486,77 Degrees Rooftop,78758,2.5,30.401316057136,-97.7232357692984
487,Topgolf,78758,4.0,30.3982988883254,-97.7175606715332
488,Kung Fu Saloon,78758,2.5,30.400905,-97.722687
489,Bazille,78758,4.5,30.4022442392014,-97.7204028617381
490,Urban,78758,3.5,30.39923,-97.72526
491,Maki Toki,78758,3.0,30.3931,-97.706923
492,The Canary Roost,78758,3.0,30.4006140494032,-97.7038837734032
493,Taqueria Las Chivas Jalisco,78753,3.5,30.377566,-97.708694
494,The Bar at iPic Theaters,78758,3.5,30.39629,-97.72788
495,Baretto,78759,4.5,30.398676,-97.749059
496,Knotty Deck & Bar,78759,4.0,30.3916541687047,-97.7499180085005
497,Red's Porch,78759,4.0,30.400058,-97.739168
498,Eddie V's Prime Seafood,78759,4.5,30.389393,-97.752657
499,Sam's Boat,78759,3.0,30.3977208031436,-97.7332278402672
500,Z-Tejas Southwestern Grill,78759,3.5,30.38934,-97.75211
501,Bone Daddy's BBQ,78759,3.5,30.4157183214564,-97.7452174418976
502,Brick Oven Restaurant,78759,3.5,30.398783,-97.749098
503,Dave & Buster's,78759,3.0,30.3835101407535,-97.7369284629822
504,Texas Club Bar & Grill,78744,4.5,30.2119300039385,-97.7296185185185
505,Patsy's Cafe,78741,3.5,30.21353,-97.72814
506,Rewind,78741,3.0,30.4758816,-97.6731567
507,Clicks Billiards,78741,3.0,30.2300090789795,-97.7326126098633
508,El Jacalito Restaurant,78741,3.0,30.2307,-97.73214
509,Café Crème,78741,4.5,30.23187,-97.73568
510,Royal Jelly,78752,4.5,30.3391,-97.71703
511,Barfly's,78751,4.5,30.3167018890381,-97.7141571044922
512,'Bout Time II,78752,3.5,30.32777,-97.70421
513,Ojos Locos Sports Cantina,78752,2.5,30.3370343798347,-97.7022547924471
514,Kick Butt Café,78752,4.0,30.3221788205653,-97.7138607718277
515,Midtown Live Sports Cafe,78752,3.0,30.3292980194092,-97.6904373168945
516,Pluckers,78752,2.5,30.323898,-97.707726
517,Applebee's Grill + Bar,78752,2.0,30.337642,-97.70204
518,Captain Benny's Seafood,78751,3.0,30.317645,-97.70793
519,Hi Tunes Karaoke,78757,4.5,30.3474284,-97.7149856
520,Buffalo Wild Wings,78752,2.0,30.33784,-97.70175
521,Yahala Hookah Lounge,78752,5.0,30.33109,-97.71513
522,Chili's,78752,2.5,30.3278539667098,-97.7049051689876
523,Whisler's,78702,4.5,30.2619673762692,-97.7226847531614
524,Gotham,78702,4.5,30.25889,-97.7258
525,Nickle City,78702,4.0,30.26856,-97.7281
526,Attabar,78702,4.5,30.26429,-97.7292
527,Yellow Jacket Social Club,78702,4.0,30.26159,-97.72456
528,Apt 115,78702,5.0,30.2616,-97.71982
529,The Liberty,78702,4.0,30.2626674,-97.7251338
530,Stay Gold,78702,4.0,30.2570762634277,-97.7237091064453
531,Violet Crown Social Club,78702,4.5,30.26426,-97.73078
532,Kitty Cohen's,78702,4.0,30.2618179321289,-97.7163848876953
533,Craftsman,78702,3.5,30.25692,-97.7234
534,The Lost Well,78702,4.5,30.262714805058,-97.7145181439692
535,Revelry Kitchen + Bar,78702,4.5,30.2637173006037,-97.7277220894538
536,Zilker Brewing Company and Taproom,78702,4.5,30.262096,-97.72454
537,Drinks Lounge,78702,4.0,30.25652,-97.72322
538,The White Horse,78702,4.0,30.262545,-97.727024
539,The Brixton,78702,4.0,30.2635168,-97.7275935
540,Craft Pride,78701,4.0,30.257925,-97.738777
541,Hi Hat Public House,78702,4.5,30.26023,-97.71893
542,Full Circle Bar,78702,4.5,30.27392,-97.72037
543,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
544,Abel's On the Lake,78703,2.5,30.29493,-97.78381
545,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
546,Firehouse Lounge,78701,4.5,30.268173,-97.741043
547,Edge Rooftop Pool Bar,78701,5.0,30.2643864129296,-97.7436428743045
548,The Roosevelt Room,78701,4.5,30.2677,-97.74627
549,The Good Life Bar Bar,78701,4.5,30.2665700053185,-97.7415906351087
550,She's Not Here,78701,4.0,30.2656463300085,-97.7483603730798
551,HandleBar,78701,4.0,30.26661,-97.74204
552,Mugshots,78701,4.5,30.2676,-97.73849
553,Midnight Cowboy,78701,4.0,30.266983,-97.740028
554,The Jackalope,78701,4.0,30.26732,-97.73892
555,Nickle City,78702,4.0,30.26856,-97.7281
556,Gotham,78702,4.5,30.25889,-97.7258
557,Azul Rooftop Pool Bar + Lounge,78701,4.5,30.266635,-97.740319
558,Small Victory,78701,4.5,30.2689112,-97.7416833
559,Dive Bar and Lounge,78701,4.5,30.2798841,-97.7421312
560,Pour Choices,78701,4.0,30.2669479091807,-97.73925183345
561,Mort Subite,78701,4.5,30.265719,-97.7439904
562,Garage,78701,4.0,30.2676758046831,-97.7440973042297
563,Cheer Up Charlie's,78701,4.0,30.2696098,-97.7363583
564,The Driskill Bar,78701,4.0,30.26807,-97.74168
565,The Market and Tap Room,78701,4.0,30.2663307,-97.7447205
566,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
567,Back Lot,78705,5.0,30.30189,-97.73936
568,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
569,Guild,78756,3.5,30.3060027879118,-97.7431749925017
570,Stinson's,78756,4.0,30.3151275,-97.7417583
571,Hole in the Wall,78705,4.0,30.29005,-97.74161
572,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
573,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
574,Crown and Anchor Pub,78705,4.0,30.2924600026945,-97.7357137160887
575,Vino Vino,78751,4.0,30.3069966,-97.7352997
576,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
577,Love Goat,78705,3.5,30.29283,-97.7417399
578,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
579,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
580,SquareRüt Kava Bar,78756,4.0,30.31866,-97.73144
581,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
582,The Drag Bar,78705,3.5,30.28708,-97.74186
583,The Parlor,78751,3.5,30.30873,-97.73406
584,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
585,Cain and Abel's,78705,3.0,30.28768,-97.74448
586,Night Owl,78757,4.5,30.3640100887497,-97.7284658807284
587,Lala's,78757,4.0,30.3446,-97.73649
588,The Local Post Pub,78757,3.5,30.3471009,-97.7346893
589,Yard Bar,78757,4.0,30.34303,-97.73921
590,Nosh & Bevvy,78757,4.0,30.3654772101226,-97.7288885435165
591,Growler Room,78757,4.5,30.34439,-97.73853
592,Cover 3,78757,4.0,30.3586849562721,-97.7350158670119
593,Pour House Pub,78757,3.5,30.34264,-97.738
594,Buddy's Place,78757,4.0,30.36906,-97.72721
595,The Aristocrat Lounge,78757,3.0,30.3402309,-97.7385864
596,Barley Swine,78757,4.5,30.3412737661652,-97.7383886364151
597,Vigilante Gaming Bar,78752,4.0,30.3394025962971,-97.7183186262846
598,Jack Allen's Kitchen,78757,4.0,30.3612,-97.73943
599,Hopdoddy Burger Bar,78757,4.0,30.357621,-97.733102
600,Black Star Co-op Pub & Brewery,78752,4.0,30.3381716531677,-97.7188450098038
601,The Common Interest,78757,3.5,30.366182,-97.728973
602,Trudy's,78757,3.5,30.3706003956709,-97.7276092788008
603,Slick Willie's Family Pool Hall,78757,3.0,30.3667499775629,-97.7289963809873
604,Waterloo Ice House Burnet Road,78757,3.5,30.3679235,-97.7281608
605,SLAB BBQ & Beer,78758,4.5,30.3713101540255,-97.7246514312134
606,Firehouse Lounge,78701,4.5,30.268173,-97.741043
607,Edge Rooftop Pool Bar,78701,5.0,30.2643864129296,-97.7436428743045
608,The Roosevelt Room,78701,4.5,30.2677,-97.74627
609,The Good Life Bar Bar,78701,4.5,30.2665700053185,-97.7415906351087
610,She's Not Here,78701,4.0,30.2656463300085,-97.7483603730798
611,HandleBar,78701,4.0,30.26661,-97.74204
612,Mugshots,78701,4.5,30.2676,-97.73849
613,Midnight Cowboy,78701,4.0,30.266983,-97.740028
614,The Jackalope,78701,4.0,30.26732,-97.73892
615,Nickle City,78702,4.0,30.26856,-97.7281
616,Azul Rooftop Pool Bar + Lounge,78701,4.5,30.266635,-97.740319
617,Gotham,78702,4.5,30.25889,-97.7258
618,Small Victory,78701,4.5,30.2689112,-97.7416833
619,Pour Choices,78701,4.0,30.2669479091807,-97.73925183345
620,Mort Subite,78701,4.5,30.265719,-97.7439904
621,Dive Bar and Lounge,78701,4.5,30.2798841,-97.7421312
622,Garage,78701,4.0,30.2676758046831,-97.7440973042297
623,Cheer Up Charlie's,78701,4.0,30.2696098,-97.7363583
624,The Driskill Bar,78701,4.0,30.26807,-97.74168
625,Buck Wild,78701,4.0,30.2674616425138,-97.7400218527087
626,Firehouse Lounge,78701,4.5,30.268173,-97.741043
627,Edge Rooftop Pool Bar,78701,5.0,30.2643864129296,-97.7436428743045
628,The Roosevelt Room,78701,4.5,30.2677,-97.74627
629,The Good Life Bar Bar,78701,4.5,30.2665700053185,-97.7415906351087
630,She's Not Here,78701,4.0,30.2656463300085,-97.7483603730798
631,HandleBar,78701,4.0,30.26661,-97.74204
632,Mugshots,78701,4.5,30.2676,-97.73849
633,Midnight Cowboy,78701,4.0,30.266983,-97.740028
634,The Jackalope,78701,4.0,30.26732,-97.73892
635,Nickle City,78702,4.0,30.26856,-97.7281
636,Gotham,78702,4.5,30.25889,-97.7258
637,Azul Rooftop Pool Bar + Lounge,78701,4.5,30.266635,-97.740319
638,Small Victory,78701,4.5,30.2689112,-97.7416833
639,Dive Bar and Lounge,78701,4.5,30.2798841,-97.7421312
640,Pour Choices,78701,4.0,30.2669479091807,-97.73925183345
641,Mort Subite,78701,4.5,30.265719,-97.7439904
642,Garage,78701,4.0,30.2676758046831,-97.7440973042297
643,Cheer Up Charlie's,78701,4.0,30.2696098,-97.7363583
644,The Driskill Bar,78701,4.0,30.26807,-97.74168
645,The Market and Tap Room,78701,4.0,30.2663307,-97.7447205
646,Firehouse Lounge,78701,4.5,30.268173,-97.741043
647,Edge Rooftop Pool Bar,78701,5.0,30.2643864129296,-97.7436428743045
648,The Roosevelt Room,78701,4.5,30.2677,-97.74627
649,The Good Life Bar Bar,78701,4.5,30.2665700053185,-97.7415906351087
650,She's Not Here,78701,4.0,30.2656463300085,-97.7483603730798
651,HandleBar,78701,4.0,30.26661,-97.74204
652,Mugshots,78701,4.5,30.2676,-97.73849
653,Midnight Cowboy,78701,4.0,30.266983,-97.740028
654,The Jackalope,78701,4.0,30.26732,-97.73892
655,Nickle City,78702,4.0,30.26856,-97.7281
656,Gotham,78702,4.5,30.25889,-97.7258
657,Azul Rooftop Pool Bar + Lounge,78701,4.5,30.266635,-97.740319
658,Small Victory,78701,4.5,30.2689112,-97.7416833
659,Dive Bar and Lounge,78701,4.5,30.2798841,-97.7421312
660,Pour Choices,78701,4.0,30.2669479091807,-97.73925183345
661,Mort Subite,78701,4.5,30.265719,-97.7439904
662,Garage,78701,4.0,30.2676758046831,-97.7440973042297
663,Cheer Up Charlie's,78701,4.0,30.2696098,-97.7363583
664,The Driskill Bar,78701,4.0,30.26807,-97.74168
665,The Market and Tap Room,78701,4.0,30.2663307,-97.7447205
666,Hideaway Kitchen & Bar,78744,4.5,30.21165,-97.75281
667,Crow Bar,78704,3.5,30.23134,-97.75961
668,St Elmo Brewing Company,78745,4.5,30.2174492910035,-97.7610477949677
669,Warehouse Billiard Bar,78704,3.5,30.2185592651367,-97.757682800293
670,Spokesman,78745,4.5,30.2164715,-97.7618791
671,Cosmic Coffee + Beer Garden,78704,4.5,30.2274,-97.76272
672,Rewind,78741,3.0,30.4758816,-97.6731567
673,The 04 Lounge,78704,3.5,30.2257133520068,-97.762843803094
674,Toss Pizzeria & Pub,78704,4.0,30.2363363,-97.762862
675,Clicks Billiards,78741,3.0,30.2300090789795,-97.7326126098633
676,Opal Divines Austin Grill,78704,3.5,30.23571,-97.74075
677,Café Crème,78741,4.5,30.23187,-97.73568
678,El Jacalito Restaurant,78741,3.0,30.2307,-97.73214
679,Barfly's,78751,4.5,30.3167018890381,-97.7141571044922
680,'Bout Time II,78752,3.5,30.32777,-97.70421
681,Knomad Bar,78723,4.0,30.312658,-97.704584
682,Royal Jelly,78752,4.5,30.3391,-97.71703
683,Kick Butt Café,78752,4.0,30.3221788205653,-97.7138607718277
684,Midtown Live Sports Cafe,78752,3.0,30.3292980194092,-97.6904373168945
685,Ojos Locos Sports Cantina,78752,2.5,30.3370343798347,-97.7022547924471
686,Turntable Eatery,78751,4.5,30.31281,-97.7150599
687,Pluckers,78752,2.5,30.323898,-97.707726
688,Lynx Bar and Grill,78723,3.0,30.31944,-97.70657
689,101 By Teahaus,78752,4.0,30.33712,-97.71728
690,Captain Benny's Seafood,78751,3.0,30.317645,-97.70793
691,Applebee's Grill + Bar,78752,2.0,30.337642,-97.70204
692,Yahala Hookah Lounge,78752,5.0,30.33109,-97.71513
693,Chili's,78752,2.5,30.3278539667098,-97.7049051689876
694,Hi Tunes Karaoke,78757,4.5,30.3474284,-97.7149856
695,Buffalo Wild Wings,78752,2.0,30.33784,-97.70175
696,Dive Bar and Lounge,78701,4.5,30.2798841,-97.7421312
697,Firehouse Lounge,78701,4.5,30.268173,-97.741043
698,Edge Rooftop Pool Bar,78701,5.0,30.2643864129296,-97.7436428743045
699,The Roosevelt Room,78701,4.5,30.2677,-97.74627
700,She's Not Here,78701,4.0,30.2656463300085,-97.7483603730798
701,The Good Life Bar Bar,78701,4.5,30.2665700053185,-97.7415906351087
702,Nickle City,78702,4.0,30.26856,-97.7281
703,HandleBar,78701,4.0,30.26661,-97.74204
704,Mugshots,78701,4.5,30.2676,-97.73849
705,The Cloak Room,78701,3.5,30.2756075728875,-97.7420997619629
706,The Wheel,78702,4.5,30.280246473018,-97.7208685643035
707,The Jackalope,78701,4.0,30.26732,-97.73892
708,Midnight Cowboy,78701,4.0,30.266983,-97.740028
709,Attabar,78702,4.5,30.26429,-97.7292
710,Whisler's,78702,4.5,30.2619673762692,-97.7226847531614
711,Cheer Up Charlie's,78701,4.0,30.2696098,-97.7363583
712,Hole in the Wall,78705,4.0,30.29005,-97.74161
713,Azul Rooftop Pool Bar + Lounge,78701,4.5,30.266635,-97.740319
714,Mort Subite,78701,4.5,30.265719,-97.7439904
715,Garage,78701,4.0,30.2676758046831,-97.7440973042297
716,Dive Bar and Lounge,78701,4.5,30.2798841,-97.7421312
717,Firehouse Lounge,78701,4.5,30.268173,-97.741043
718,Edge Rooftop Pool Bar,78701,5.0,30.2643864129296,-97.7436428743045
719,The Roosevelt Room,78701,4.5,30.2677,-97.74627
720,She's Not Here,78701,4.0,30.2656463300085,-97.7483603730798
721,The Good Life Bar Bar,78701,4.5,30.2665700053185,-97.7415906351087
722,Nickle City,78702,4.0,30.26856,-97.7281
723,HandleBar,78701,4.0,30.26661,-97.74204
724,Mugshots,78701,4.5,30.2676,-97.73849
725,The Cloak Room,78701,3.5,30.2756075728875,-97.7420997619629
726,Midnight Cowboy,78701,4.0,30.266983,-97.740028
727,The Jackalope,78701,4.0,30.26732,-97.73892
728,Attabar,78702,4.5,30.26429,-97.7292
729,Gotham,78702,4.5,30.25889,-97.7258
730,Cheer Up Charlie's,78701,4.0,30.2696098,-97.7363583
731,Azul Rooftop Pool Bar + Lounge,78701,4.5,30.266635,-97.740319
732,Mort Subite,78701,4.5,30.265719,-97.7439904
733,Small Victory,78701,4.5,30.2689112,-97.7416833
734,Garage,78701,4.0,30.2676758046831,-97.7440973042297
735,Academia,78701,4.5,30.2668741300305,-97.7453676983714
736,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
737,Stinson's,78756,4.0,30.3151275,-97.7417583
738,Back Lot,78705,5.0,30.30189,-97.73936
739,The Little Longhorn Saloon,78756,4.5,30.329585,-97.740064
740,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
741,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
742,Guild,78756,3.5,30.3060027879118,-97.7431749925017
743,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
744,Little Woodrow's ,78756,3.0,30.329127876655,-97.7395716792886
745,Taco Flats,78756,4.0,30.330914,-97.740225
746,Gusto Italian Kitchen & Wine Bar,78756,3.5,30.3183136593457,-97.7399416283112
747,Chili's,78756,3.0,30.31332,-97.73835
748,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
749,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
750,Hole in the Wall,78705,4.0,30.29005,-97.74161
751,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
752,Stinson's,78756,4.0,30.3151275,-97.7417583
753,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
754,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
755,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
756,Love Goat,78705,3.5,30.29283,-97.7417399
757,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
758,Guild,78756,3.5,30.3060027879118,-97.7431749925017
759,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
760,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
761,Cain and Abel's,78705,3.0,30.28768,-97.74448
762,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
763,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
764,Freedmen's,78705,4.0,30.288439,-97.747897
765,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
766,The Rooftop Bar,78705,2.0,30.29283,-97.7417399
767,Austin City Limits Studio,78705,5.0,30.28916,-97.74079
768,Trudy's,78705,3.5,30.295775,-97.741048
769,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
770,Hole in the Wall,78705,4.0,30.29005,-97.74161
771,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
772,Stinson's,78756,4.0,30.3151275,-97.7417583
773,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
774,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
775,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
776,Love Goat,78705,3.5,30.29283,-97.7417399
777,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
778,Guild,78756,3.5,30.3060027879118,-97.7431749925017
779,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
780,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
781,Cain and Abel's,78705,3.0,30.28768,-97.74448
782,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
783,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
784,Freedmen's,78705,4.0,30.288439,-97.747897
785,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
786,The Rooftop Bar,78705,2.0,30.29283,-97.7417399
787,Austin City Limits Studio,78705,5.0,30.28916,-97.74079
788,Trudy's,78705,3.5,30.295775,-97.741048
789,Firehouse Lounge,78701,4.5,30.268173,-97.741043
790,Edge Rooftop Pool Bar,78701,5.0,30.2643864129296,-97.7436428743045
791,The Roosevelt Room,78701,4.5,30.2677,-97.74627
792,The Good Life Bar Bar,78701,4.5,30.2665700053185,-97.7415906351087
793,She's Not Here,78701,4.0,30.2656463300085,-97.7483603730798
794,HandleBar,78701,4.0,30.26661,-97.74204
795,Mugshots,78701,4.5,30.2676,-97.73849
796,Midnight Cowboy,78701,4.0,30.266983,-97.740028
797,The Jackalope,78701,4.0,30.26732,-97.73892
798,Nickle City,78702,4.0,30.26856,-97.7281
799,Gotham,78702,4.5,30.25889,-97.7258
800,Azul Rooftop Pool Bar + Lounge,78701,4.5,30.266635,-97.740319
801,Small Victory,78701,4.5,30.2689112,-97.7416833
802,Dive Bar and Lounge,78701,4.5,30.2798841,-97.7421312
803,Pour Choices,78701,4.0,30.2669479091807,-97.73925183345
804,Mort Subite,78701,4.5,30.265719,-97.7439904
805,Garage,78701,4.0,30.2676758046831,-97.7440973042297
806,Cheer Up Charlie's,78701,4.0,30.2696098,-97.7363583
807,The Driskill Bar,78701,4.0,30.26807,-97.74168
808,The Market and Tap Room,78701,4.0,30.2663307,-97.7447205
809,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
810,Hole in the Wall,78705,4.0,30.29005,-97.74161
811,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
812,Stinson's,78756,4.0,30.3151275,-97.7417583
813,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
814,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
815,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
816,Love Goat,78705,3.5,30.29283,-97.7417399
817,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
818,Guild,78756,3.5,30.3060027879118,-97.7431749925017
819,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
820,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
821,Cain and Abel's,78705,3.0,30.28768,-97.74448
822,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
823,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
824,Freedmen's,78705,4.0,30.288439,-97.747897
825,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
826,The Rooftop Bar,78705,2.0,30.29283,-97.7417399
827,Austin City Limits Studio,78705,5.0,30.28916,-97.74079
828,Trudy's,78705,3.5,30.295775,-97.741048
829,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
830,Hole in the Wall,78705,4.0,30.29005,-97.74161
831,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
832,Stinson's,78756,4.0,30.3151275,-97.7417583
833,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
834,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
835,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
836,Love Goat,78705,3.5,30.29283,-97.7417399
837,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
838,Guild,78756,3.5,30.3060027879118,-97.7431749925017
839,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
840,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
841,Cain and Abel's,78705,3.0,30.28768,-97.74448
842,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
843,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
844,Freedmen's,78705,4.0,30.288439,-97.747897
845,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
846,The Rooftop Bar,78705,2.0,30.29283,-97.7417399
847,Austin City Limits Studio,78705,5.0,30.28916,-97.74079
848,Trudy's,78705,3.5,30.295775,-97.741048
849,Full Circle Bar,78702,4.5,30.27392,-97.72037
850,Nickle City,78702,4.0,30.26856,-97.7281
851,Gotham,78702,4.5,30.25889,-97.7258
852,Whisler's,78702,4.5,30.2619673762692,-97.7226847531614
853,The Wheel,78702,4.5,30.280246473018,-97.7208685643035
854,King Bee Lounge,78702,4.5,30.2740546417273,-97.7197040731558
855,Skylark Lounge,78722,4.5,30.2846205,-97.70491
856,Attabar,78702,4.5,30.26429,-97.7292
857,Dozen Street,78702,4.5,30.2738603,-97.7203803
858,The Butterfly Bar,78722,4.0,30.28442,-97.71744
859,Techo Mezcaleria & Agave Bar,78722,4.5,30.28412,-97.7189099
860,The Lost Well,78702,4.5,30.262714805058,-97.7145181439692
861,Violet Crown Social Club,78702,4.5,30.26426,-97.73078
862,Moloko,78702,3.0,30.2738,-97.7201
863,Kitty Cohen's,78702,4.0,30.2618179321289,-97.7163848876953
864,Rio Rita,78702,3.5,30.27413,-97.7198
865,The Liberty,78702,4.0,30.2626674,-97.7251338
866,Revelry Kitchen + Bar,78702,4.5,30.2637173006037,-97.7277220894538
867,Apt 115,78702,5.0,30.2616,-97.71982
868,Yellow Jacket Social Club,78702,4.0,30.26159,-97.72456
869,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
870,Hole in the Wall,78705,4.0,30.29005,-97.74161
871,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
872,Stinson's,78756,4.0,30.3151275,-97.7417583
873,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
874,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
875,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
876,Love Goat,78705,3.5,30.29283,-97.7417399
877,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
878,Guild,78756,3.5,30.3060027879118,-97.7431749925017
