,Name,Zip code,latitude,longitude
102,Barlata Tapas Bar,78704,30.2522283079698,-97.7644667171967
103,Chi'Lantro,78701,30.2706345638105,-97.7415420642792
104,Turf N Surf Po' Boy,78701,30.2671310218702,-97.7457510140812
105,SLAB BBQ & Beer,78758,30.3713101540255,-97.7246514312134
106,Cabo Bob's Burritos,78704,30.2209809152295,-97.756928435967
107,Hula Hut,78703,30.2947120806306,-97.7843958519819
108,Nightcap,78703,30.27371,-97.76045
109,Royal Jelly,78752,30.3391,-97.71703
110,The Grove Wine Bar & Kitchen,78746,30.2963184857946,-97.8328549861908
111,Phoebe's Diner,78704,30.2416132,-97.7588755
112,The Capital Grille,78701,30.26633,-97.74464
113,Wild Chix & Waffles,78757,30.3544629161613,-97.7323084687866
114,Home Slice Pizza,78704,30.2492,-97.74943
115,North Italia,78758,30.4022781469848,-97.7259850502014
116,Jade Restaurant,78746,30.3352979,-97.804464
117,Red Ash,78701,30.26588,-97.744672
118,Lonesome Dove Western Bistro,78701,30.2673,-97.74428
119,Eastside Cafe,78722,30.284,-97.7195
120,Abo Youssef,78722,30.283955,-97.719837
121,Perla's,78704,30.2499652289007,-97.7499698671015
122,Loro,78704,30.24775,-97.77127
123,Jewboy Burgers,78756,30.3212704266421,-97.739480091546
124,Kerbey Lane Cafe,78731,30.30803,-97.75047
125,Michi Ramen,78752,30.33331,-97.72131
126,Perry's Steakhouse & Grille - Downtown Austin,78701,30.26916,-97.7426
127,Stiles Switch BBQ & Brew,78757,30.33452,-97.72169
128,24 Diner,78703,30.2719219266941,-97.754193841977
129,Nesperado Mexican Barbecue,78704,30.24686,-97.75639
130,Cafe Josie,78703,30.2731212879431,-97.7571356024467
131,Chi'Lantro,78704,30.252212,-97.763751
132,Chago's Caribbean Cuisine,78752,30.3402583550962,-97.7169592670936
133,North Italia,78701,30.2657513,-97.7488741
134,Jewhungry?,78704,30.22565,-97.76274
135,Clark's Oyster Bar,78703,30.273129,-97.757323
136,Fogo de Chão Brazilian Steakhouse,78701,30.264116,-97.740806
137,Paperboy,78702,30.2684556389874,-97.7275395380287
138,Trace,78701,30.2651558,-97.7466468
139,la Barbecue,78702,30.2561254,-97.7223386
140,Jack Allen's Kitchen,78757,30.3612,-97.73943
141,Taco Joint,78704,30.25637,-97.74552
142,The Grove Wine Bar & Kitchen,78701,30.27102,-97.750691
143,She's Not Here,78701,30.2656463300085,-97.7483603730798
144,Gabriela's Downtown,78702,30.2666,-97.73302
145,Pastelaria São Paulo,78704,30.24441,-97.75808
146,Arturo's Underground Cafe,78701,30.2797094,-97.74192
147,Juan In A Million,78702,30.2552660599625,-97.7190592909029
148,Old Thousand,78702,30.26962,-97.72992
149,Sa-Tén - Canopy,78702,30.2619597964214,-97.6990253046073
150,8 Track,78722,30.28511,-97.71164
151,Be More Pacific,78757,30.36068,-97.74139
152,Javi's Best of Tex-Mex,78744,30.217777,-97.689705
153,III Forks,78701,30.26435,-97.74676
154,Fresko Eats,78752,30.336406890935,-97.7167392256561
155,Gino's Vino Osteria,78723,30.307265,-97.706995
156,Hank's,78723,30.31203,-97.69365
157,Hi Wings,78757,30.3552293403268,-97.7326987285584
158,Brama Restaurant,78757,30.36622,-97.73872
159,Baretto,78759,30.398676,-97.749059
160,Van's Banh Mi,78751,30.31739,-97.72109
161,Steiner Ranch Steakhouse,78732,30.38991,-97.87181
162,Copper Restaurant & Dessert Lounge,78758,30.4004963655268,-97.7271404662891
163,Gourdough's Public House,78704,30.245382,-97.780437
164,Sa-Ten,78751,30.31073,-97.71515
165,Elizabeth Street Cafe,78704,30.2497925192929,-97.7546439319185
166,Three Little Pigs,78757,30.340254,-97.738615
167,Zaika Indian Contemporary Cuisine,78758,30.37257,-97.72378
168,East Side King,78704,30.24752,-97.77489
169,Daruma Ramen,78701,30.2664104548667,-97.73639483874
170,Kitchen Window,78751,30.30608,-97.71523
171,Russian House,78701,30.26603,-97.74023
172,Chi'Lantro,78702,30.26426,-97.73078
173,Cuba 512,78745,30.2092761993408,-97.8150634765625
174,Paul Martin's Austin Grill,78758,30.402853,-97.721297
175,L'estelle House,78701,30.2599341625746,-97.7384599763706
176,Hillside Farmacy,78702,30.2680931091309,-97.7269134521484
177,Forthright,78701,30.2623732844951,-97.743445
178,Cafe Blue - Downtown,78701,30.26365,-97.74084
179,Dai Due,78722,30.2848871297558,-97.7167839693365
180,Osteria Pronto,78702,30.2641842525532,-97.7439706480237
181,TLC Austin,78704,30.25576,-97.76252
182,Chez Nous,78701,30.26648,-97.7385
183,Mandala Kitchen & Bar,78704,30.2558810087551,-97.7628875523806
184,Frank,78701,30.2668892772151,-97.7444967258494
185,Snooze An AM Eatery,78756,30.30585,-97.74292
186,Arlo Grey,78701,30.26278,-97.74396
187,Snooze An AM Eatery,78704,30.250894,-97.765847
188,Pitchfork Pretty,78702,30.25343,-97.71351
189,Mia Italian Tapas & Bar,78758,30.4010480276062,-97.7229421220703
190,Tacodeli,78756,30.3104773946775,-97.7400862024725
191,The Jackalope,78701,30.26732,-97.73892
192,Winebelly,78704,30.24141,-97.75892
193,Citizen Eatery,78756,30.3216936764352,-97.7389393582665
194,The OASIS on Lake Travis,78732,30.4058986,-97.8739516
195,Lazarus Brewing,78702,30.26169,-97.72204
196,Intero Restaurant,78702,30.2538078303281,-97.7146533178121
197,Honduras Food,78741,30.2204679680813,-97.694631703198
198,K-Bop,78705,30.2829,-97.74238
199,Lenoir,78704,30.24686,-97.75586
200,Street,78731,30.35675,-97.74736
201,Jacoby's Restaurant & Mercantile,78702,30.2515,-97.70737
202,Hopdoddy Burger Bar,78757,30.357621,-97.733102
203,Fonda San Miguel,78756,30.32545,-97.7435
204,Wu Chow,78701,30.2685154974461,-97.7478443831205
205,Estância Brazilian Steakhouse,78759,30.39326497962,-97.7474884023912
206,Juliet Italian Kitchen,78704,30.26184,-97.76006
207,La Pena,78701,30.26507,-97.74362
208,Italic,78701,30.2682,-97.74402
209,Zax Restaurant & Bar,78704,30.2589030496681,-97.7483948687172
210,Kome Sushi Kitchen,78751,30.314106,-97.714511
211,Brentwood Social House,78756,30.3322058641016,-97.7345593268946
212,Black Star Co-op Pub & Brewery,78752,30.3381716531677,-97.7188450098038
213,Song La,78705,30.286232,-97.742502
214,Chez Zee American Bistro,78731,30.3367272,-97.7579259
215,Little Deli & Pizzeria,78757,30.342656,-97.725445
216,Ranch 616,78701,30.27044,-97.7483
217,Siena Ristorante Toscana,78731,30.3603783346568,-97.7894139289856
218,Eldorado Cafe,78757,30.36198,-97.74246
219,Ceviche7,78705,30.29634,-97.74139
220,Sushi Hi,78705,30.296,-97.74264
221,The Beer Plant,78703,30.2965180811856,-97.7678042803603
222,The Peached Tortilla,78756,30.3252124786377,-97.7383422851563
223,Mi Madre's,78722,30.28412,-97.7189099
224,Bob's Steak & Chop House,78701,30.2660236358643,-97.7460403442383
225,Café Crêpe,78701,30.2638586673367,-97.7418548134918
226,Scoreboard,78750,30.36958,-97.80005
227,Tyson's Tacos,78751,30.3096229820831,-97.7153485985112
228,Julie's Noodles,78758,30.3611406172422,-97.7157957205178
229,Boiler Nine,78701,30.266862,-97.752903
230,Numero28,78701,30.2656718,-97.7484536
231,Knotty Deck & Bar,78759,30.3916541687047,-97.7499180085005
232,Visconti Ristorante & Bar,78746,30.30194,-97.82954
233,Mattie's,78704,30.244963,-97.762289
234,Terry Black's Barbecue,78704,30.2596915716907,-97.7548013627529
235,Eddie V's Prime Seafood,78759,30.389393,-97.752657
236,Golden Tiger,78701,30.26037,-97.73848
237,The Mediterranean Chef,78757,30.32987,-97.72806
238,Café No Sé,78704,30.2472100582746,-97.7504142968754
239,Sawyer & Co,78702,30.2513332366943,-97.7017822265625
240,Julie's Handmade Noodles,78705,30.290535,-97.744756
241,Kinfolk BBQ,78721,30.285716,-97.681696
242,Darna Mediterranean Cuisine,78701,30.27404,-97.74493
243,Via 313 Pizza - Oak Hill,78735,30.232823,-97.865637
244,Hopfields,78705,30.2985538576336,-97.7409893637848
245,Lima Criolla,78752,30.3260568380981,-97.7076581067457
246,Korean Grill,78753,30.378910719879,-97.6867842656067
247,DeSano Pizzeria Napoletana,78757,30.35851,-97.73065
248,Texas Chili Parlor,78701,30.2768182754517,-97.7421728521585
249,Fukumoto Sushi & Yakitori,78702,30.2647051303186,-97.731695353373
250,Cipollina,78703,30.2807,-97.75843
251,Las Palomas Restaurant & Bar,78746,30.271881,-97.800071
252,Santorini Cafe,78753,30.3876,-97.68399
253,Tommy Want Wingy,78701,30.260687,-97.738376
254,Pelons Tex-Mex,78701,30.26872,-97.7366
255,Tan My Restaurant,78758,30.3640941093519,-97.7141626141729
256,Veracruz All Natural,78758,30.375522753902,-97.7293153479695
257,Stinson's,78756,30.3151275,-97.7417583
258,Ruth's Chris Steak House,78701,30.2680442902426,-97.7435132861137
259,Tacodeli,78746,30.25827,-97.78747
260,Cultivo,78702,30.27496,-97.71324
261,Villarina's Pasta & Fine Foods,78646,30.273205,-97.800709
262,Chi'Lantro,78758,30.39442,-97.720184
263,Haru Sushi - formerly known Hanabi,78759,30.38673,-97.74074
264,Happy Chicks,78701,30.267617,-97.740781
265,Cabo Bob's Burritos,78705,30.295789,-97.7442669
266,Lavaca Teppan,78701,30.28003,-97.7413399
267,Taco Joint,78705,30.2916114,-97.734951
268,Xian Sushi and Noodle,78723,30.3029292726445,-97.6989614591002
269,MezzeMe Mediterranean Kitchen,78751,30.315702,-97.733463
270,Mongers Market + Kitchen,78702,30.254511,-97.717614
271,Micklethwait Craft Meats,78702,30.26846,-97.72518
272,Soursop,78745,30.216,-97.76183
273,Mandola's Italian,78751,30.3159319310134,-97.7336796197883
274,Poke-Poke,78704,30.2318,-97.75932
275,Galaxy Cafe,78703,30.27937,-97.75999
276,Cenote,78702,30.2605580485887,-97.7336812427286
277,Insennity,78705,30.2861986,-97.7425615
278,Cow Bells,78741,30.242325,-97.729232
279,Cafe Malta,78745,30.2126407338377,-97.8304787422343
280,Paco's Tacos,78723,30.3075,-97.70581
281,Arpeggio Grill,78752,30.3309659,-97.7155318
282,Discada,78702,30.2686025800296,-97.7246335521341
283,Vince Young Steakhouse,78701,30.26485,-97.74115
284,Home Slice Pizza,78751,30.3163524006061,-97.7183958217672
285,Magnolia Cafe South,78704,30.24448,-97.75194
286,Chinos Banditos,78735,30.23312,-97.86559
287,Korean Komfort,78705,30.30093,-97.73895
288,Shady Grove,78704,30.262983,-97.76193
289,Casino El Camino,78701,30.26636,-97.7377
290,Way South Philly Deli,78756,30.3243479175908,-97.7399788442358
291,Biscuits and Groovy,78751,30.3141044899503,-97.7196990873646
292,Holy Roller,78701,30.26948,-97.74943
293,Hot Mess,78702,30.26212,-97.72452
294,Musashino Sushi Dokoro,78705,30.2980839,-97.7475817
295,Ah Sing Den,78702,30.26485,-97.7313
296,Vivo Austin,78752,30.3254085112821,-97.7085228255478
297,Le Bleu,78758,30.37264,-97.7277
298,Magnolia Cafe,78703,30.277692,-97.771822
299,Bartlett's,78757,30.3567047119141,-97.7312469482422
300,Budare's Venezuelan Food,78756,30.32118,-97.7395
301,Licha's Cantina,78702,30.264108,-97.728966
302,Kismet Cafe,78751,30.30005,-97.72136
303,Poke Austin,78745,30.226666469675,-97.8212717301199
304,Pinthouse Pizza,78704,30.2360495666265,-97.7958310016646
305,Bazille,78758,30.4022442392014,-97.7204028617381
306,Pappadeaux Seafood Kitchen,78752,30.3253,-97.70515
307,Yard House,78758,30.4053,-97.72308
308,Kyōten Sushiko,78723,30.29891,-97.70818
309,ALC Steaks,78703,30.27712,-97.75098
310,Piranha Killer Sushi,78701,30.2641316338822,-97.7414880546311
311,College RoadHouse,78753,30.3646543475126,-97.6943624764681
312,Via 313 Pizza - North Campus,78705,30.2978794228869,-97.7415114110085
313,Austin Daily Press,78702,30.2802176628505,-97.7211093269837
314,Galaxy Cafe,78759,30.37318,-97.75572
315,June's,78704,30.2463083255216,-97.7511458576444
316,FoodHeads,78705,30.30091,-97.7403
317,Buenos Aires Café - Este,78702,30.26414,-97.73044
318,Grizzelda's,78702,30.252196981289,-97.7082111244723
319,Halal Bros,78705,30.2925128936768,-97.7416687011719
320,Crepe Crazy,78704,30.24154,-97.78456
321,Waltons Fancy and Staple,78701,30.26951,-97.749014
322,Bufalina,78702,30.2584294,-97.72879
323,Il Brutto,78702,30.26245,-97.72619
324,Xian Noodles,78758,30.4010543570803,-97.727352976799
325,North By Northwest Restaurant & Brewery - Stonelake,78759,30.39065,-97.73754
326,Uncle Julio's,78701,30.2645838,-97.7414455
327,Jang's Chimac Cafe,78752,30.3340600057404,-97.7164900302887
328,East Side King,78702,30.2626674,-97.7251338
329,La Condesa,78701,30.2656391,-97.7477811
330,Veracruz All Natural,78702,30.25793,-97.72603
331,Turntable Eatery,78751,30.31281,-97.7150599
332,Halal Bros,78758,30.39257,-97.70742
333,Andiamo Ristorante,78758,30.382337,-97.723175
334,Agazajo's Flying Pizza & Italian Restaurant,78744,30.213307,-97.68383
335,Zocalo Café,78703,30.2801055908203,-97.7594833374023
336,Local Slice Pizza,78754,30.33067,-97.66709
337,Granny's Tacos,78702,30.2642655487135,-97.7281585084058
338,Waller Creek Pub House,78701,30.2664203643799,-97.7357711791992
339,Batch - Craft Beer and Kolaches,78723,30.2871694082172,-97.7031195536256
340,Azul Tequila,78731,30.3427391,-97.7640076
341,La Traviata,78701,30.265912,-97.744071
342,Red Lotus Asian Grille,78750,30.36958,-97.80005
343,Via 313 Pizza - West 6th,78701,30.2702542,-97.7497127
344,Violet Crown Cinema,78701,30.26554,-97.74806
345,Pinthouse Pizza,78756,30.3187905381179,-97.7391115483136
346,Biscuits + Groovy - South,78704,30.261005,-97.757362
347,Country Boyz Fixins,78721,30.2792292692514,-97.6871675728775
348,Agostino's Pizza,78701,30.25922,-97.73889
349,The Buzz Mill,78741,30.241682,-97.726864
350,Doc B's Fresh Kitchen,78758,30.402758,-97.719745
351,Salt & Time,78702,30.26266,-97.72113
352,It's Italian Cucina,78704,30.25243,-97.76454
353,Yuyo,78722,30.28407,-97.72177
354,Lucy's Fried Chicken,78704,30.24051,-97.75335
355,Whip In,78704,30.2379359562403,-97.7394390106201
356,Mai Thai Restaurant,78701,30.26427,-97.74127
357,Cherrywood Coffeehouse,78722,30.29332,-97.71597
358,Dawa Sushi,78704,30.2516759671733,-97.7538518413175
359,Nosh & Bevvy,78757,30.3654772101226,-97.7288885435165
360,Vespaio Ristorante,78704,30.24726,-97.75081
361,Bao'd Up,78723,30.2986505538655,-97.7043759638237
362,Food Food,78703,30.3042316436768,-97.7640686035156
363,Workhorse Bar,78751,30.31771,-97.721675
364,Geraldine's,78701,30.26029,-97.73927
365,Elaine's at Eastside Cafe,78722,30.284,-97.7195
366,The Driskill Grill,78701,30.2686613206705,-97.7417146061516
367,Kura Revolving Sushi Bar,78752,30.3375294200535,-97.7175760904836
368,Fricano's Deli,78705,30.288094,-97.742851
369,Velvet Taco,78758,30.40101,-97.72247
370,Via 313 Pizza - Rainey Street,78701,30.257924,-97.738618
371,JeonJu Korean Grill,78745,30.2138023,-97.7555488
372,Modern Market Eatery,78759,30.395069,-97.749307
373,Noble Sandwich,78756,30.3190872591982,-97.7389053106308
374,Mother's Cafe & Garden,78751,30.304374,-97.726005
375,360 Uno,78746,30.3365693076126,-97.803835041867
376,Cenote,78723,30.3204456874673,-97.6969876885414
377,The Halal Gurus,78704,30.2419105269154,-97.7595381896206
378,Vinaigrette,78704,30.2415789297179,-97.7519873902202
379,Hi Hat Public House,78702,30.26023,-97.71893
380,Otoko,78704,30.2474,-97.75006
381,Pokeatery,78723,30.30557,-97.70986
382,Poke Bay,78705,30.282849477862,-97.7417685091496
383,T-Loc's Sonora Hot Dogs,78756,30.3211689,-97.7395055
384,All Star Burger,78746,30.33636,-97.8051799
385,Enoteca Vespaio,78704,30.24732,-97.75079
386,Z'Tejas Mexican Restaurant and Grill,78703,30.272638,-97.756051
387,Toss Pizzeria & Pub,78704,30.2363363,-97.762862
388,Plow Burger,78741,30.24172,-97.7269
389,Rise Biscuit Donuts,78705,30.28979,-97.74157
390,Truluck's,78759,30.3952662489598,-97.7454305690891
391,Wholly Cow,78704,30.24292,-97.78384
392,Julio's Café,78751,30.30495,-97.72617
393,Wilder Wood Restaurant & Bar,78702,30.26517,-97.72859
394,Taco Flats,78756,30.330914,-97.740225
395,Chef Hong Food Trailer,78705,30.28793,-97.74731
396,Gusto Italian Kitchen & Wine Bar,78756,30.3183136593457,-97.7399416283112
397,Trio,78701,30.2616526884221,-97.7425342798233
398,Chuy's,78704,30.263803,-97.763323
399,Abel's On the Lake,78703,30.29493,-97.78381
400,Eden East,78702,30.2578792675725,-97.7002314099258
401,Me Con Bistro,78745,30.2129934390938,-97.8294818787975
402,Cafe Nena'i,78741,30.22724,-97.70237
403,Spokesman,78745,30.2164715,-97.7618791
404,Arlo's,78701,30.26942,-97.73618
405,Manuel's,78701,30.2655782,-97.7437069
406,Cafe Java- Austin,78758,30.4000609323005,-97.7041617306885
407,JINYA Ramen Bar,78758,30.4002508252956,-97.7232788317383
408,Josephine House,78703,30.280623,-97.759015
409,Counter Cafe East,78702,30.26166,-97.721504
410,The Happy Lobster Truck,78701,30.2707290649414,-97.7432250976563
411,Bufalina Due,78757,30.3413560722054,-97.7385051851856
412,Iron Works Barbecue,78701,30.2622132062534,-97.7389470883606
413,Het Say Vietnamese Kitchen,78741,30.23015,-97.73257
414,Casa De Luz,78704,30.26451,-97.76159
415,Biderman's Deli,78731,30.356237,-97.758033
416,Blenders and Bowls - Downtown,78701,30.265971,-97.741606
417,MOD Pizza,78723,30.3034239717993,-97.6989206925209
418,Turf N Surf Po' Boy,78704,30.24141,-97.78495
419,MOD Pizza,78741,30.2432794101908,-97.728215134652
420,El Chile Café Y Cantina,78722,30.28351,-97.72256
421,Hat Creek Burger Company Westlake,78746,30.29615,-97.82695
422,Luke's Inside Out,78704,30.25502,-97.76177
423,Sway,78758,30.4004932869176,-97.7227822272256
424,Tuk Tuk Thai Cafe,78745,30.21589,-97.79683
425,Kerbey Lane Cafe Westlake,78746,30.2921742295001,-97.8273623315756
426,Yard Bar,78757,30.34303,-97.73921
427,Black's BBQ,78705,30.29855,-97.74109
428,DIY Thai Food,78722,30.2965564727783,-97.7074203491211
429,El Taquito,78741,30.243582,-97.730586
430,Halal Bros,78701,30.2679627,-97.7387739
431,Tamale House East,78702,30.2615296296076,-97.7244004474619
432,Big Kahuna,78745,30.23147,-97.81871
433,Foreign & Domestic,78751,30.3171071,-97.7196383
434,Garrison,78701,30.26198,-97.73862
435,Olamaie,78701,30.2798862457275,-97.7436752319336
436,Poke House,78759,30.4061981042147,-97.7463034540415
437,Torchy's Tacos,78705,30.2936988,-97.7417964
438,Thai 2 U,78704,30.23112,-97.78716
439,Hopdoddy Burger Bar,78751,30.31535,-97.73485
440,101 By Teahaus,78752,30.33712,-97.71728
441,G Bar and Bistro,78744,30.2125737,-97.7053511
442,In The Coconut,78702,30.25568,-97.72109
443,Vino Vino,78751,30.3069966,-97.7352997
444,Torchy's Tacos,78759,30.3707226502842,-97.7562901579395
445,Chi'Lantro,78741,30.24369,-97.7285
446,El Chipirón,78704,30.2432095786234,-97.7811677724685
447,Austin's Habibi,78703,30.26957,-97.75303
448,Pacha,78756,30.317377,-97.7406
449,Sarah's Mediterranean Grill & Market,78756,30.32455,-97.740112
450,Cabo Bob's Burritos,78757,30.3601,-97.74075
451,Threadgill's,78704,30.2583831730437,-97.7485205293009
452,Look Noodles & More,78705,30.282631,-97.742321
453,Pueblo Viejo,78702,30.2648784981505,-97.7339497333556
454,Flower Child,78758,30.40368,-97.72156
455,J T Youngblood's,78723,30.2981255804541,-97.7055894748688
456,Modern Market,78746,30.2727063,-97.8002069
457,Yellow Jacket Social Club,78702,30.26159,-97.72456
458,Unit-D Pizzeria,78722,30.2848241776318,-97.7169821018524
459,Cypress Grill,78749,30.22378213933,-97.8389456767437
460,Torchy's Tacos,78704,30.2453955434005,-97.751556154546
461,Li'l Nonna's,78741,30.2416820526123,-97.7268676757812
462,Casa Colombia,78702,30.2608,-97.71482
463,Chen Z Noodle House,78735,30.23312,-97.86559
464,Las Trancas,78702,30.2596927300688,-97.731671333313
465,ASTI Trattoria,78751,30.30499,-97.72646
466,Top Notch,78757,30.351081,-97.733436
467,EastSide Tavern,78702,30.2589905157159,-97.7287379999974
468,Lupe Tortilla,78746,30.291556,-97.827443
469,Mour Cafe,78741,30.2435537462959,-97.7287131894612
470,The Limestone Kitchen Restaurant & Lounge,78744,30.210602,-97.753472
471,Thai Kun,78758,30.4016022028548,-97.7223529556808
472,ATX Cocina,78701,30.26534,-97.74905
473,Guero's Taco Bar,78704,30.249373,-97.750189
474,Hoover's Cooking,78722,30.2843863,-97.720344
475,Tillery Kitchen and Bar,78702,30.25153,-97.70872
476,P. Terry's Burger Stand,78745,30.316772,-97.7068
477,Rollin Smoke BBQ,78702,30.2628836718604,-97.7268981039445
478,ñoños tacos,78753,30.3480349675096,-97.7032811567187
479,Marye's Gourmet Pizza,78746,30.2788789699226,-97.807303494104
480,Burrito Factory,78705,30.2833881378174,-97.7413177490234
481,Arlo's,78702,30.262648,-97.724139
482,Ola Poke,78752,30.335921,-97.720494
483,Hao-Q Asian Kitchen,78731,30.3562298,-97.7580338
484,Torchy's Tacos,78723,30.3035163105056,-97.6989054679871
485,Belly Up,78701,30.2608476,-97.7382623
486,Stubb's Bar-B-Q,78701,30.26857,-97.73617
487,La Cocina de Consuelo,78756,30.316091,-97.74143
488,Balkan Cafe & Grill,78753,30.3876,-97.68399
489,"Rudy's ""Country Store"" & Bar-B-Q",78746,30.26381,-97.81522
490,Gravy,78719,30.2965856,-97.7072901
491,The Austin Club,78701,30.270942,-97.7408389
492,Michi Ramen,78704,30.24134,-97.78372
493,The County Line,78746,30.2976233367595,-97.8359489609215
494,MAX's Wine Dive,78701,30.264254,-97.74129
495,County Line On The Lake,78731,30.3571242748654,-97.7856454079346
496,Second Bar + Kitchen,78758,30.4023750200579,-97.721345834434
497,Austin Terrier,78731,30.357109,-97.748635
498,Habanero Mexican Cafe,78704,30.24122,-97.75822
499,Nasha,78702,30.26379,-97.7248
